PostDate,Content,Author,RelativeDate,Likes,Dislikes
4 months ago,Any reason why Reitmans wouldn't go back to $27 a share? Every stock goes up and down. Weird how many will not buy this stock until it goes to $5 or $10 or $15 or $20 or $25 etc.... Human nature is strange, and fear and greed drive such strange behavior in the stock market. 🤔 What is so hard about buying low and selling high while so many chase meme stocks, always best to buy stocks like this at this very low price. 😊,LeMAY,,0,0
4 months ago,Any doubters, check out their Instagram page...pumping lots of ppl all shapes and sizes, hitting alot of demographics,Shayne,,0,0
4 months ago,Let’s hear some realistic projections…..,Benjamin,,2,0
5 months ago,It’s coming back!,Ace,,5,3
5 months ago,Ouch!,rohit,,3,0
5 months ago,Based on facts (cash flows, balance sheet, etc) , this company is more than a steel at this price.,Martin,,8,3
6 months ago,in and out with this. they benefit from covid boost and poeple going back to work. once that is done the stock will keep dropping like it was before pandemie.,Roxy,,0,0
6 months ago,What's not to like?  Well run company, great management with integrity, free cash flow. It's a no brainer.,Sealy,,6,4
6 months ago,Fresh off the heels of creditor protection, Reitmans (Canada) Ltd. has announced plans to launch an online marketplace for women’s clothing.The Montreal-based company says RCL Market will be available online this fall and feature its three brands, Reitmans, Penningtons and RW&amp;CO.Reitmans says the marketplace will also offer “hand-picked quality value products offered by partner brands” and is inviting interested vendors to apply to sell clothing on its new site.SKIP ADVERTISEMENTARTICLE CONTINUES BELOWJackie Tardif, president of the Reitmans brand, says the company’s e-commerce business has grown exponentially in recent years and RCL Market will further transform the way its customers shop online.Reitmans said earlier this month it had paid $95 million and exited creditor protection after nearly two years.The company said it paid court-appointed monitor Ernst &amp; Young Inc. to distribute funds to creditors according to the plan of arrangement.Reitmans filed for creditor protection and obtained an initial order under the Companies’ Creditors Arrangement Act in May 2020.More,LeMAY,,0,0
6 months ago,Great buying opportunities. Just picked up 8k shares,tcal0522,,5,3
6 months ago,Now that we're out of CCA protection, is a return/uplisting to the TSX from the TSX-Venture something to expect this quarter?  That could be a possible upcoming catalyst,Daniel,,3,1
6 months ago,Been in low 2 dollars for awhile now, what are upcoming predications?,Ace,,0,0
7 months ago,,Shaker,,0,0
7 months ago,Not making sense why RET-A.V going down while  RET.V is going up. Would any body be kind enough to explain briefly,Shahriar M,,2,1
7 months ago,Great analysis in seeking Alpha a must read.long and strong,Richard,,2,0
7 months ago,Do you guys think Covid will have an effect on share price?,Ace,,0,0
7 months ago,Why has this stock been frozen since Dec. 31? It's now Jan. 4 (6am EST)...,Brian,,0,0
7 months ago,100% buy rating on barchart,Brian,,2,1
7 months ago,What’s everyone’s price targets here?,J,,1,0
7 months ago,see what tmmr brings us! in at .22 cents!,Tayler,,1,0
7 months ago,We have started touching the $2 zone, next goal is $3,Ace,,8,1
7 months ago,One last push. 2$ for Christmas. Let’s Gooo,linda,,2,0
7 months ago,Great article in the Globe. Coming of CCCA to approve de by the courts Jan 4th, ret.a will be trading at 50% book value, .2x sales of 700M annualized and should generate .25eps in 2022. Baring the end of the world see you at 5$ eo2022. DD and gday,Richard,,3,0
7 months ago,Why is this different this reit-v That’s almost 2 dollars,tcal0522,,0,0
7 months ago,Touching $2 today!,Ace,,0,0
7 months ago,Did the $95 m. payment go thru?,Kenneth,,0,0
7 months ago,Hey Hapapa plan approved Kaboom,Richard,,1,1
7 months ago,Vote results????,Martin,,0,0
7 months ago,What time is the vote??? Tx,Richard,,0,1
7 months ago,waiting for .60c to buy back in,Younger Doucheyer Muray Draper,,1,3
7 months ago,“The only regret you’ll have is that you didn’t buy more”,Shaker,,2,0
7 months ago,Let’s get this to the moon. 5 dollar on the way!!,tcal0522,,3,0
7 months ago,Wow. 300%  I earned from this stock  nice.  Go go go,hui,,2,1
7 months ago,Volume, Volume, Volume.,ME,,2,0
7 months ago,3$ by Christmas?,Ace,,2,0
7 months ago,2$ in reach. I believe,linda,,7,0
7 months ago,$33.5M EBITDA in the the quarter ending October 30th. As of December 4th there’s $101M of cash. Talk about cheap,Shredder,,0,0
7 months ago,Can’t wait to hit 5$,Shaker,,0,0
7 months ago,This could be a great opportunity setting up for stage zero life sciences.  Of its worth a look if you haven't already.,RC,,0,0
7 months ago,weird run up to 1.70 . 2$ soon?,Tayler,,1,0
7 months ago,Going to be at least 2+ by Christmas 100%,Ace,,5,0
7 months ago,Folks thus could be a turnaround story for fobi today check out the great news it could run to the 2-3 range very soon.,RC,,6,1
7 months ago,Folks this could be the turnaround story of 2022. The vote is Dec 31 and only 2/3 required. The mkt seems to indicate it's a go and with 29 stores closed and impressive last quarter numbers and strong articipated xmas sales we may be heading to 3-4$ quickly. Do yr DD and gday,Richard,,5,1
8 months ago,Opinion on the future path of Reitmans: will they go back to a dividends paying company or a growth company like Canada Goose or Lululemon? which path would see the share price go higher?,XVexed,,0,0
8 months ago,reitmans 52 week high again love it,Tayler,,2,0
8 months ago,Crazy. It’s a bear market yet this is managing to keep rising,Shaker,,2,0
8 months ago,Which will be worth more - RET.V or RET-A.V?,XVexed,,1,0
8 months ago,Love the volume. Hopefully it keeps up until the new year.,ME,,7,0
8 months ago,Here we go boys!,colin,,0,0
8 months ago,Oh wow, what's with the 22% jump today? Any news I miss?,GreenMarty,,7,0
8 months ago,115M credit facility. No dilution! And asking to approve $95M payment to creditors. Great news if it’s approved,Shredder,,6,0
8 months ago,I'm still optimistic that this guys can recover soon, any discussion anyone talk to me guys,Jhon,,3,0
8 months ago,There is strange algorithmic buying pattern right now that has not been seen before with this stock. Basically purchase of 500 shares every 3 minutes.,Jasper,,1,0
9 months ago,what happened on this store lastly is going up now its on the bottom again,Jhon,,0,0
9 months ago,While under CCAA, suppliers will not extend credit for inventory purchases. Reitman's must use all cash from operations to pay pre-2021 debts, not buy new stuff. Hard to stay in business in that scenario.,Kenneth,,0,5
9 months ago,Extension of CCAA protection is never good news. In 40 Years of investing, I have never seen a shareholder recover a penny of equity after a corporation entered CCAA proceeding.,Kenneth,,1,4
9 months ago,Last  quarter was positive and stores seems to be full since then.,Martin,,1,0
9 months ago,I would suspect thier will be low volume and a futher decrease in share price until next earnings release or a announcement of ending creditor protection.,ME,,5,1
9 months ago,Blowout results by Aritzia probably didn't help. It's never fun when someone else eats your lunch.,Kenneth,,2,0
9 months ago,volume is $841 on a Friday, we should be boomin!,Shayne,,1,0
9 months ago,Why nothing move on the chart?,Max,,0,0
9 months ago,Predictions for the week. 1.40 close on Friday,linda,,3,0
9 months ago,What are we thinking for this week??,Scrunt,,0,0
10 months ago,is it black Friday today? the stocks on a mega discount 😍😍,Jan,,0,0
10 months ago,HUUGE buys going through,Scrunt,,6,0
10 months ago,Volume, Volume, and Volume. Interst in this stock is climbing. Hopefully it keeps up.,ME,,7,0
10 months ago,Before initiating new positions, consider carefully that companies placed in CCAA rarely emerge with any value in the pre-existing common shares.,Kenneth,,1,10
10 months ago,Will we see a 1.20 closeee???,Scrunt,,5,0
10 months ago,Call me an optimist, but I hope to see this stock return to its $15-20 range once covid subsides. Retail sector has to start picking up eventually.,GreenMarty,,10,0
10 months ago,2$ coming soon,linda,,3,0
10 months ago,Any price predictions for today?,Tanmay,,1,1
10 months ago,Price predications in the upcoming weeks?,Ace,,0,0
10 months ago,damn shorts,R,,0,0
10 months ago,Oooooh yeah,Scrunt,,0,0
10 months ago,It is most definitely going to hit $2, hold and don’t miss out,Ace,,0,0
10 months ago,Does anyone have an idea when they will be able to exit out of credit protection?,ME,,1,0
10 months ago,bought another 15k, going up,Sic em,,4,0
10 months ago,Gonna test 1$ today,linda,,4,0
10 months ago,My biggest regret selling this,Dr,,2,0
10 months ago,what's the difference between reitmans class a and the other one?,Sam,,0,0
10 months ago,easy loonie,Sic em,,4,0
10 months ago,Bought in at 0.24 a share. Too bad I’m poor and didn’t buy a bunch.,K GM,,0,0
10 months ago,Hold or sell at the moment?,Tanmay,,0,0
10 months ago,This will go to $3.00 and some point. Their office real estate is worth that. That’s when you sell.,Jordan,,0,0
10 months ago,Has to hit 1.,Ace,,0,0
10 months ago,In 2019, Reitman's repurchased about 15,000 shares at $3 each. Because of that dumb management decision, they were unable to weather the covid storm and all but wiped out their shareholders (including me). In 40 Years of investing, I've never seen a company come out of CCAA with it totally wiping out its shareholders.,Kenneth,,2,1
10 months ago,Yay !!! Sold at 0.68$. Made decent $$$!!!,Stock-Lizzy,,1,2
10 months ago,When I was plus sized I loved this store. My niece convinced me a few months ago to buy 500 shares. Hoping to sell it today for 0.68 a share and we would make 50percent profit. Wish us luck. Promised to split the profit with her,Stock-Lizzy,,3,2
10 months ago,All post-covid recovery stocks are up today. This one is surprisingly higher than expected, 48! Keep going.,GreenMarty,,2,0
10 months ago,why is it rising so much after months of constantly being sold at 0.50, didnt the report still show they are losing money?,Jack,,3,0
10 months ago,Finally rising. Had this stock for too long.,Ace,,0,0
10 months ago,It's surely disappointing the lack of interest and hope given that news on its quarterly report is expected on the 23rd and news about it's creditors protection will come out before the 28th. I've seen lots of positive signs.. but keep in mind it's not a sexy brand and won't go to $2 this month or even year.,XVexed,,0,0
10 months ago,I think its over folks. Old navy and others are all dropping plus size brands now in house. fat women have become  the standard in North America,Kasane,,0,0
10 months ago,Given that this company is in CCAA why is it trading at greater than $0? Are its shareholders delusional? Or just stupid?,Kenneth,,0,2
11 months ago,I am not a woman but wanted to know - do women really dislike shopping at Reitmans stores? Why has this store struggled so much with all their brands?,GreenMarty,,0,0
11 months ago,hoping the fall release clothing line is better then the summer...I was at The R.M in Tbay, and the staff seemed happy with the female sales, but said it needed more male sales...only time will tell, go fall lineups!,Shayne,,0,0
11 months ago,Fall price predictions?,Ace,,1,0
11 months ago,Air Canada and Reitmans.,LeMAY,,0,0
last year,Looking good,Ace,,0,0
last year,$568 in volume today....looks like we need to add more to this one..,Shayne,,0,0
last year,today is take off day... taken off WS for low volume that is.,Kasane,,2,1
last year,And months after this is still not moving 😕,Futurenurse,,0,0
last year,Still waiting on the rocket to take off,Ace,,6,0
last year,Looking organic,Dr,,0,0
last year,should be on the up and up next week,Shayne,,0,0
last year,Stores should start reopening soon this is a perfect entry price,Dr,,0,0
last year,Isn't this company in bankruptcy protection? Normally, that means that the common shareholders are SOL. The fact that this company still worth a few pennies per share merely reflects the fact that there are a few Dumb Bunnies out there with more money than brains. This dog is going to zero.,Kenneth,,0,9
last year,Woa, up 22% today? What's the news,GreenMarty,,0,1
last year,This stock is a gem long term, they’ve been around 100years and doubt they’re going anywhere super undervalued for their financials and they’re going through a restructure,Dylan,,0,0
last year,$2.10 Sept 15,2021. Just for #$%$ and giggles.,ME,,4,0
last year,Today was a perfect example of what is keeping the price of Ret-a.v down.  People buying and then selling for 1-2 cent increases…. This stock could be upwards of .49-.55 range right now if people weren’t the way they are.  Lol.,James,,8,0
last year,Open price today reaction.   Buying the dip!,James,,1,0
last year,#$%$ that closed nothing like I thought it would,Shayne,,1,0
last year,Volume yesterday as compared with today.,James,,2,0
last year,Saw this ad on tiktok just now. Marketing is stepping up for e-commerce conversions. https://vm.tiktok.com/ZMeg1kE8P/More,Nunyo Biness,,3,0
last year,Who in their right mind is buying a bankrupt company?,Bill,,0,9
last year,malls are gonna open soon as vaccination rates increases. I'm sure we will see 🚀 by the end of the year,shay,,0,0
last year,crazy how people sell after a small 0.1-0.3 cent raise,shay,,2,0
last year,hopefully we can push past the fifty-cent marker,Shayne,,6,1
last year,where's  all the pumpers gone to ?,Mesoo,,2,0
last year,This will be down to .45 or less soon! Hopefully im wrong,Dale,,2,3
last year,Im curious how this company will do after it loses crediter protection,Dale,,4,0
last year,Thanks for the cheap  shares RET-.A.V   😎,Len,,1,1
last year,Why is this always below opening price!!?? Starting to think i should sell,Dale,,0,0
last year,Hahahah. Who the heck is buying and selling at market value instead of setting limit buys and limit sells...?? Hahaha,James,,1,0
last year,I like the overall outlook of this stock. 23M Mcap worth selling at .45 $ per share during the biggest pandemic in a Hundred years is the oppertunity of my lifetime. I started collecting shares in February and have been adding more every week. I'm up to 1126 shares at an average of .4650$. I'm stocking up on this and sitting on it for years if I have to, and when the pandemic panic is over and the stock goes to 5$ the old portfolio will look pretty good. I just hope the malls stay closed long enough for me to get to at least 5000 shares. ( not financial advice, I'm just a stupid mechanic).,Len,,3,0
last year,I thought it was gonna go up after the spike yesterday but it went back down 🥲,Futurenurse,,0,0
last year,Q4 was posted go check it out!,Jack,,0,0
last year,Anyone seen the Q4 yet? Wondering if they held off because of the Rogers outage... still no news on the site or other news sites,Jack,,2,0
last year,Oh, my.,Craig,,4,0
last year,time to buy,Kasane,,2,0
last year,to the moon!! 🚀,Money,,0,0
last year,is there no earnings on the 19th? it hasn't shown on yahoo yet I'll have to look again I guess,Joshua,,1,0
last year,Got an update from the president via LinkedIn sales Nav. “Thanks for reaching out. All formal men’s wear business had to pivot based on the impact of Covid_19. The RW&amp;Co team is doing an excellent job at evolving its product and brand. Some of these changes are being tested in stores and on-line right now. Starting in August and September you will see the introduction of several new men’s lifestyles. Casual, lounge, and commuter being the major newness. Thanks for your interest and support. I hope you and your family/friends are all safe and happy. All the best. Thanks, Michael”More,Nunyo Biness,,8,0
last year,I’m having trouble finding dividend information. Can some one point me in the right direction?,Nunyo Biness,,0,0
last year,,Money,,0,0
last year,Anyone know why the price spiked? Did someone buy a lot of shares?,Ace,,2,0
last year,,James,,2,0
last year,Hey guys. Haven’t been on here lately. But yeah I’m back and that’s only for one reason .80-.90 Reitmans is coming up.,vishesh,,0,0
last year,Reitmans is in CCAA protection this of course makes it a high risk investment and in turn will keep the stock price down simply because not everyone has the same appetite for risk. If you can afford to invest in something that is high risk then consider investing in Reitmans. Read up on the CCAA progress, keep an eye out for the quarterly report April 19th and coming announcements in May when it looks like they'll get out of CCAA protection. COVID accelerated Reitmans' financial decline and brought to light issues that were occuring over the past few years at the company merely from going through CCAA restructing. Since last May they have used the CCAA restructuring as an opportunity to get rid of entire brands and stores that weren't profitable like Thymes and Addition Elle. They moved product lines that were selling well to their Reitmans stores and adapted product lines for everyone working from home. They negotiated better rents and have since then met their obligations and commitments under the CCAA restructuring. Read CCAA documents by searching for Ernst &amp; Young + Reitmans.If you're worried about Reitmans closing shop for good, Smartset had 100-150 stores when they went bankrupt and Reitmans still has over 400 stores including multiple brands that they could still close or sell off (Penningtons, RW&amp;Co, Reitmans) so it's not yet time to panic. It's always difficult to close down stores and lay off employees but COVID/CCAA restructuring gave them the excuses they needed to make drastic changes last May and since then no further closures have been needed.Reitmans has hit 20-25$ a share in their lifetime, Canada Goose, Aritzia and Gildan are at 30-50$ a share and there's a difference of 100 million dollars in revenue between Reitmans, Canada Goose and Aritzia. Reitmans in their worst year pre-COVID had over 800 million dollars in revenue so this is not a small company and people ARE buying their products.Online shopping aside people will need and want new clothes when stores fully re-open even if they're only going back into the office 10% of the time. Ask people around you if they've gained/lost weight during COVID. Ask women around you if they shop at Reitmans. Reitmans being one of the only stores that tailors to a wider range of sizes is well positioned to recover when out of CCAA protection as well as when COVID dies down.I'm bullish on Reitmans at 145000 shares with an average cost of 0.29$. I plan to sell half at 5$ and the rest at 10-15$ if they don't bring back dividends by then. I am not a day trader, I am not selling shares to try and make a 15$ profit, I'm in it for the long haul and I am willing to take on the risk.I fully understand that everyone is not in my situation and others may not want to take the risk. Do your research and if you can or want to invest based on your own situation then invest; if you can't or don't want to invest then simply don't invest. There are no crystal balls, information is based on my own research. If you're bullish or bearish on Reitmans tell us why!More,DoYourDue,,9,4
last year,Pretty flat lately and very low volume. Can’t wait until the moment of truth this coming quarter. So far the debt is going down and the profits are rising. Would be nice to see them clean house of the ancient execs who brought the company to this point though. How could they possibly know anything about modem conservative or young professionals business casual fashion tastes?,Nunyo Biness,,8,0
last year,4th quarter results April 19th and annual in May.,Joshua,,1,0
last year,Might be the best stock in my portfolio 🤯🔥,Dr,,1,0
last year,I love this stock.,Len,,2,0
last year,come on .45 lol,Alex,,1,0
last year,Ret-a.v in a nutshell today.. lol,James,,4,0
last year,This volum is rediculous. We need some publicity. How can RET-A go up if nobody buys.,Len,,3,0
last year,Buying every share I can get my hands on. Let's go!!!,Justin,,6,0
last year,We going a little slow right now but this obviously has a lot potential by summer,Ace,,5,0
last year,no reaon to sell this! buy and hold!,Thomas George,,0,0
last year,we now have peel region pushing to enter Red Zone both Mississauga mayor &amp; Brampton mayor. this should bring some momentum alongside with spring rollouts for their brand.,Money,,0,0
last year,,Money,,5,1
last year,Who else is watching the Gme rollercoaster today?  #offtopic,James,,0,0
last year,good news guys not sure if you guys heard but Alberta opened up aswell,Money,,0,0
last year,,Kozzy,,1,0
last year,what is the difference between ret-a.v vs ret.v .. I bought stocks under both the account however I see ret.a is not live today,Shahriar M,,0,0
last year,What’s happening price shows 0.46 I bought give from 0.4950,M,,0,0
last year,Why are there two stocks for reitmans?,Bill,,1,0
last year,Spring 2021 it’s going to go up, they have partnered up with two of the dragons from dragon den( Manjit Minhas and Lane Merrifield, as well as 13 other Canadian founder). I will say, this is going to the moon🚀,Jessica,,0,0
last year,https://www.bnnbloomberg.ca/investing/video/fairfax-financial-buys-more-share-of-reitmans~264939,Futurenurse,,0,0
last year,good morning everybody hoping for big gains this week 💪🏽 hold strong let's take this stock to the moon!,Money,,0,0
last year,any news about this stock??,Satinder Sahota,,1,0
last year,,Brian,,1,0
last year,"Rise Lord Reitman.",Brian,,2,0
last year,Toronto and peel going into grey zone starting Monday retail is opening with limited capacity 🙏,Money,,2,0
last year,,Brian,,3,0
last year,still holding not gonna sell till 2$,Money,,0,0
last year,an hour and no update; great.,Craig,,1,0
last year,today is a great day. I was able to double up for pennies.,Kasane,,3,0
last year,Sell me your #$%$ stocks.,Craig,,2,2
last year,Damn Dw guys I’m holding  we all should be Dw worry about a little drop it gonna return poor market in genreal rn,deshaun,,2,0
last year,Whats going on with the market this is nuts,Money,,1,0
last year,Guys the whole market is getting a beat. Just relax. Things are opening up again and the big boys want discount,vishesh,,3,1
last year,Oof, .42... hold everyone as the market cap dropped only 2-3 million xD,Mesoo,,0,1
last year,Idk if y'all know but RW&amp;CO just teamed up with Manjit from dragons den. Quarter 1 isn't even done yet and lots of companies are having a #$%$ first quarter(even the place I work at and were considered to be doing great). Summer is going to bring so many sales and it's going to increase stock price so I'm predicting by Q3 this will be up at least to $5 - $10 a share DON'T SELL,Stalk the,,5,0
last year,This feels like people are manipulating the share price so they can buy low.. stores are OPENING UP!  What other reason would their be for this huge dip,James,,4,0
last year,The down fall begins.,Bank Note Alby,,0,0
last year,LMAO WHY WOULD SOMEONE SELL at .45 HAHAHAHAHAAHAHAHA,James,,4,0
last year,I’m NOT selling either,  bought in at .175,  people are being unreasonable and irrational..  letting fear cloud their judgment,James,,4,0
last year,You only lose money when you sell, remember that,Ace,,0,0
last year,LMAO at everyone panic selling,Money,,3,0
last year,If only WSB would be interested in jacking up the price to mess with the shorts haha,James,,5,0
last year,Cities have yet to all open fully since lockdown, so relax peeps,Lita,,3,0
last year,That’s cute... shorts are trying to get the price lower...,James,,5,0
last year,Not selling,vishesh,,6,0
last year,Ladies and gentlemen is time to sell, if you want to keep the shirts on your back. This stock was a sinking ship since 2017.,Bank Note Alby,,0,7
last year,time to fly high.,Money,,0,0
last year,Get ready for a ride up,vishesh,,0,0
last year,Reitman's staff getting ready to re-open today at Markville Mall!!!,Brian,,7,0
last year,This is about to go down. Lol,Bank Note Alby,,0,0
last year,Hi everyone     I am totally new to all this     I brought few hundred chares of this company and few hundred of 3 others ....I understand nothing how to fallow all this market thing and by knowledge make money...I just hope that somehow it goes up and up and I cash in eventually some profits .   Can someone guide me and maybe private message me and talk about all this and teach me what and how I should do to make some money bottom line ...THANK YOU,Goran,,3,1
last year,This is definitely going to zero. Good luck to the pumpers, and bagholders.,ian,,2,8
last year,I love this. We now have Messo to educate. Messo what’s your take on this stock ?,vishesh,,2,0
last year,What price predications we thinking today? I’m assuming 0.54,Ace,,1,0
last year,EVERYBODY HIT THEIR SOCIAL MEDIA TO SAY: "REITMAAAAAAAN'S!!!" 💥🚀👀💭That Brian ain't lyin'!,Brian,,1,0
last year,@mesoo going around disliking all the comments ahaha who hurt you lmao,Money,,0,0
last year,This stock likes to stay in range for 1-2 weeks. Load up around .50c until we go to the next level which will be .75-.85.,vishesh,,4,1
last year,good morning everybody just a friendly reminder don't panic sell. hold and bear the fruit to your patience.,Money,,0,0
last year,Updated after-hours? At least it went up?,Craig,,0,0
last year,Trust the process guys HOLD!,Money,,7,1
last year,The price of the stock is what holders will sell at. Selling below 52 is crazy at this point.,Jack,,2,0
last year,anywhere that updates this lil guy a bit more frequent?,Craig,,1,0
last year,it a bargain,RC,,3,0
last year,buy the dip,RC,,3,0
last year,Any feelings about the sudden sell off?,Cody,,0,0
last year,Dips are like discounted prices,Ace,,3,1
last year,Buy the dips,Ace,,3,1
last year,now that York Region is open we have seen this stock go from low .20s to mid-high .50s with Peel region trying to open up this stock is definately bound to hit at the very least mid .70s,Money,,4,0
last year,I'm saying a prayer right now that Reitman#$%$ $1000 per share by 2024. ??,Brian,,4,0
last year,anyone here know where i can find a MACD chart for this?,Kozzy,,0,0
last year,I’d like to hear everyone’s thoughts on the stock today,  how is everyone feeling?, please reply and state your case,James,,0,0
last year,This is going no where but down. This is me watching it go to zero.,Bank Note Alby,,0,0
last year,It's way to early to sell, this spring and summer sales will go up. BUY and HOLD!,Thomas George,,0,0
last year,EOW estimate price anyone?? Curious to know what you guys think,Futurenurse,,0,0
last year,,Kozzy,,0,0
last year,How was everyone’s weekend?,James,,3,0
last year,buy the dips!,Money,,0,0
last year,,Kozzy,,5,0
last year,,Money,,5,0
last year,Hopefully we see some volume.,ME,,6,0
last year,Slow start.,Len,,0,0
last year,Good morning everyone !!! here's to the start of a wonderful week &amp; even better month!,Money,,0,0
last year,Working retail on a part-time basis (another sector) and it’s interesting how much people are spending and visiting malls in BC. Once Ontario and Alberta get up tot he level of openness of BC o wouldn’t be shocked to see this up towards 1.50 again.,Turner,,4,0
last year,Ai I’m holding  we still strong 💪 let pump those numbers as it goes,deshaun,,4,0
last year,Hello boys and girls. Let’s take some guesses for day end price. Winner get a W. James - 2W so far.,vishesh,,1,0
last year,In @ .19,harry,,0,0
last year,Intesting $RET-A.V,marc,,4,0
last year,hold strong errbody! big week next week!,Money,,4,1
last year,Holding strong. Wait what happens when they announce out of credit protection. News coming soon. Hold.,linda,,3,1
last year,im gonna guess a .63 finish today,Kozzy,,2,1
last year,Looks like it’s forming resistance around 0.54,Ace,,2,0
