PostDate,Content,Author,RelativeDate,Likes,Dislikes
2 months ago,Cut your losses and buy Pmed to recover, it’s about to take off. Their tech is much more useful then this over priced thermometer,H.,,1,0
2 months ago,Great product however, if this was such a great product...  Wouldn’t you think Cathy Wood would load up for her A.I Arc ETF?,Traxxas,,0,0
2 months ago,This one is just cooking up. volumes up price will follow shortly. Churning out bot ownership. check out their ceo.ca page best place for info on this one. Lots of positive chatter.,Stock boy,,3,1
2 months ago,if they report a big sale this thing will go into outer space,Aaron,,2,1
2 months ago,I love this stock. Relax up and down but more ups...,Marc,,4,0
3 months ago,,Aaron,,0,0
3 months ago,The only opportunity that you have here with Predictive A I is losing money! If this technology is so remarkable how come the government of Ontario is not involved ￼ Checking someone’s temperature nonsense￼ as they walk through ￼it. This machine is just a lawsuit waiting to happen￼. Kontrol Technologies Corp is better bet! Better yet Kontrol Technologies Corp and Predictive Ai Should work together and build a proper thermal pass,raydee,,3,8
3 months ago,This stock is going to boom,Steve,,0,0
3 months ago,Well i hope this takes off,  in a 737,  a vacation is def needed..  According to all my negative posts, will attempt to be more positive, less sarcasm.,Travis1✔,,2,0
3 months ago,I have this one on my watchlist.  Wondering what you guys think of this compared to Predeictmedix, seem to be very similar and also out of Toronto...,moss,,0,0
3 months ago,BIGG.CN crypto stock you don’t want to miss.,rory,,3,0
3 months ago,at 3k profit/unit with thermal pass they need to sell just over 100 units to beat last earnings, im not sure the numbers but they've done a great job opening sales channels globally with some partners selling 5 a day, recently the share price has moved as volume increased cause they're getting the word out to investors on agoracom, i think more investors will come to know them soon and we are starting to see the turning point many of us have waited for. thermal pass and the weather telematics biz are the beginning they will keep adding as they find needs to fill but i think both products will be needed for quite some timeMore,Dylan,,4,0
3 months ago,Booooring. Buy the time this actually moves, if it moves, you could have invested in ALPP, TSNP, AITX, and many more and made ACTUAL profit, and still be holding all of them and make more down the road. Or you can continue wondering how many units have actually moved on this thing,,BaxterStockman,,3,0
3 months ago,let's hope TFG sold one to every canadian tire across the country,Aaron,,8,0
3 months ago,Somebody’s loading up. Cross your fingers and think about fastening your safety belts in case the time has finally come. 🤞,Mik,,5,0
3 months ago,Guys what happening with this one? Are we waiting for warrants? Some news Q4?I would like to jump in but iam not sure! Is it a good entry ?More,Zak,,1,1
3 months ago,even basic technology has a place in the world...hopefully our stock here can at least drive us to 0.50 so we can all sell half our positions with a tiny profit and go LONGGGGG for the demise or big gain,Chris,,5,0
3 months ago,Signs of life?,B,,1,0
3 months ago,https://www.fox13news.com/video/898122,H.,,3,0
3 months ago,Predictmedix (PMED) news release today... if you still think this pai has the nfls attention well then....,H.,,1,0
3 months ago,May look at this again when it hits .05,Donkey,,0,3
3 months ago,Whats going on over here Today?  "wipes off thick layer of dust from the window",Donkey,,0,0
3 months ago,who cares....nobody here has any money invested that they cannot afford to lose....just stay long to see if these low level tech catches any traction,Chris,,3,0
3 months ago,Wow, look at this go. Honestly guys, this is a pile of garbage. If a Peace of #$%$ stock like OZOP can move, Pump and Dump, Rinse and repeat, and this thing just sits here collecting dust, there is a problem. Don't bother with this waste of time.,BaxterStockman,,2,0
3 months ago,I wish Aqua.v had this volume,Douglas,,0,0
3 months ago,I just watched a commercial on BNN for PAI.,Nancy,,1,0
3 months ago,Welcome New Bag holders,Donkey,,4,0
3 months ago,,Donkey,,1,0
3 months ago,Folks... look at  $pmed. they have much more going on then temp screening. Multiple laterals. After their nyc show I think back to $1 IMO. Whatever y’all do, good luck!,H.,,0,1
3 months ago,gig flop of news once again, another re-seller big whoop if they are not selling any units.,Donkey,,1,1
3 months ago,there is more sale then 5 unit a day this stock should've been moving a weeks ago i understand they are waiting to sale on Amazon but still we should have seeing some movement thats all im saying.,Leon,,2,0
3 months ago,It’s about time this goes up so I can gtfo 😂,Leo,,5,0
3 months ago,waste of time and money gl all,Leon,,2,0
3 months ago,,Donkey,,3,0
3 months ago,These guys are idiots. Look how many shares were bought and gifted in December. They sold not even 1 percent of that.,Pecker,,0,0
4 months ago,Ceo is jumping ship!,SHORTY,,1,0
4 months ago,The simple tech has lost its hype.,H.,,4,0
4 months ago,Insiders are selling, doesn't look good!,SHORTY,,2,1
4 months ago,More insider dumping today @ .175 looks bad when management is dumping at this level,Donkey,,1,1
4 months ago,Just getting annihilated today HEAVY SELLING,Donkey,,0,1
4 months ago,Sure is a lot of selling into .175   Another dump of Shares by the CEO?,Donkey,,2,0
4 months ago,I had some cash in here when this was a fraction of the cost. Since sold and now coming back in with some leftover $$$ after another trade. Good to see PAI has a bright future ahead!,Mark,,1,1
4 months ago,I was checking in to see if this stock would have moved after the split.  I got out at the low .30 when I saw the quick move but really thought it could go further with their product. I’m not bashing anything but you need to understand we are in the heart of this pandemic and there is no outstanding news that I can see and the share price hasn’t moved above its previous high when this got done exposure.  Be careful and choose whether it make sense to still be in this for the future as vaccine rolls out and we look at this corona virus in the rear view mirror,Sebastian,,1,1
4 months ago,Read the new blog post on predictive ai's website and get excited!!,Nick,,4,0
4 months ago,There is an article on the Predictive AI facebook investor group page that one sales channel is selling 5 thermal pass's per day!  that is just one sales channel, we could be on our way!,Nick,,5,1
4 months ago,Wish i put more into ZOM instead of this, unfortunately.. avg is 0.27 Happy M$nday!!,Travis1✔,,1,1
4 months ago,Knowing that some day the stores will reopen and will allow for customers to come back in, the constant concern of knowing peoples temperature (etc) is something store owners and employees will continue to worry. This stock means very well and I’m hoping it gets a lot more deals with more stores in the future! LETS GO BABY! 📈,Leo,,0,0
4 months ago,Mute this james guy. Basher!!!,Pecker,,0,0
4 months ago,Joined the call this morning, future looks promising. Just going to sit on this for awhile, I think we'll be happy by the end of 2021,Theresa,,3,0
4 months ago,This'll do nothing until we get numbers, then it'll do a lot, keep those hands strong,Dylan,,2,0
4 months ago,Did anyone see the fb or youtube video we have of us at the carolina stadium posted today? I think we are going higher in 21.,Mark,,2,0
4 months ago,Hopefully most of the longs that got in pre split here had at least the sense to take out what they put in...this had been such a disappointment.,BaxterStockman,,2,0
4 months ago,The constant commercials on BNN make this a no from me.,Shane,,0,1
4 months ago,I’m about to sell all my shares just to save face. I’ve invested quite a bit over the past three years. The price does nothing with any positive news.,Joseph,,3,0
4 months ago,new interview with Michael it was posted on the PAI investor group on Facebook 👌,Fernando,,0,0
5 months ago,pmed...enough said!,gretz,,0,0
5 months ago,https://ceo.ca/@newswire/predictiv-ai-signs-additional-purchase-orders-for-its?fbclid=IwAR0jBGat0l0Dy2QNLcA9P0ZTxy_90-39QUzeFLR37tVRFYj-GZ7eMyw5nVo,Anonymous,,5,0
5 months ago,been in the red way too long now 😑,Fernando,,1,0
5 months ago,This has a lot of potential to hit it large! I hope it does, it’s a fantastic idea and seems to be working well for those working on it. Keep up the great work!,Leo,,0,0
5 months ago,$dgly much better than this #$%$,SHORTY,,2,0
5 months ago,check out PMED.CN same idea but their device expands into impairment and remote patient monitoring,H.,,1,0
5 months ago,,Travis1✔,,1,0
5 months ago,https://www.predictiv.ai/blogs/blogs-by-predictiv-ai/593348-temperature-screening-made-simple-while-keeping-our-kids-safe-at-school?fbclid=IwAR1DdGZmlIdYsFxKWRWMmOMcIL93cO0Npyxoykhz2pmgqJVSxRzS7XbEPZ0#.X9pttlVKh1v,Nick,,5,0
5 months ago,Update of Predictiv AI: The Channel Reseller Activities for the ThermalPass Look PromisingTweet to article: https://twitter.com/PennyStocksN/status/1339240517213806593,Lars,,1,0
5 months ago,... following latest new's, if they can secure a deal with the Quebecs' CHSLD (public home cares) and hospitals... that would be big!,Lucky Luc,,1,0
5 months ago,Great interview. More insight and perspective on the sales activites for Thermalpasshttps://www.youtube.com/watch?v=HNtnVeoMYV8&amp;ab_channel=Proactive,ReinEcke,,0,0
5 months ago,yeah my posts keep getting deleted too!,Nick,,0,0
5 months ago,Are there other players in the temperature game? 28 units were ordered and they are actively hiring to put them together? 28 doesn't seem like too large of an order. Do they have a warehouse for manufacturing and shipping?,Lenny,,2,1
5 months ago,not sure why my comments are getting  deleted.,Avi,,0,0
5 months ago,Yay, time to add shares before this really takes flight,Dylan,,0,0
5 months ago,The ThermalPass Is Gaining Popularity: Hospitals And Governments Are ConvincedTweet to article: https://twitter.com/PennyStocksN/status/1337443084158840833,Lars,,0,0
5 months ago,Over the past two weeks, the Company has received orders for twenty-eight ThermalPass units which are scheduled to be installed before the end of this month. The majority of these units were ordered by a Canadian provincial government, U.S. public schools and several hospitals. In conjunction with these sales and other pending orders, production and assembly of the ThermalPass Portable (US$6,900) and ThermalPass Pro (US$7,300) is ramping up, and new field assemblers are currently being organized to expand manufacturing capacity.,migue,,9,1
5 months ago,finally some good good news,Fernando,,4,0
5 months ago,By curiosity, they have until February to Talk about their sales?,Gabriel,,0,0
5 months ago,Cornstore is a bum,Chris,,2,0
5 months ago,Sales?  Bueller?,Brandon,,0,0
5 months ago,Michael Lende a few more weeks!,Chris,,0,0
5 months ago,this was from a German stock analysisPredictiv Ai: An unbelievable hammer!From Jens Becker -December 6, 2020 Predictiv Ai in a market comparison: is this price return sufficient?The share achieved a return of 25 percent last year. Compared to stocks from the same sector (“information technology”), Predictiv Ai is 18.13 percent above the average (6.87 percent). The median annual return for securities in the same industry “software” is 9 percent. Predictive Ai is currently 16 percent above this value. Due to the overperformance, we rate the share at this level with a “buy”.The mood at a glanceOne of the soft factors when assessing a share is long-term observation of communication on the Internet. From this point of view, the share of Predictiv Ai has given the following picture for the past few months: The intensity of the discussion, which is shown primarily by the frequency of verbal contributions, has resulted in increased activity on the Internet. Predictiv Ai is therefore rated “Buy” for this factor. According to our measurements, the so-called rate of mood change shows a positive change. This is equivalent to a “Buy” rating. This means that Predictiv Ai is a “buy” value overall.Should Investors Sell Right Now? Or is it worth getting started with the Internet of Things?How is the situation in the RSI?The Relative Strength Index (RSI for short) relates the upward and downward movements of an underlying asset over time and is therefore a good indicator of overbought or underbought stocks. The RSI for the last 7 days for the Predictiv Ai stock has a value of 33.33. On this basis, the share is neither overbought nor -sold and receives a “hold” rating. We now compare the 7-day RSI with the value of the RSI on a 25-day basis (52.83). Here, too, Predictiv Ai is neither overbought nor -sold (value 52.83), so the share also receives a “Hold” rating for the RSI25. All in all, the RSI assessment results in a “hold” rating for Predictiv Ai.Should Internet of Things Investors Sell Right Now? Or is it worth getting started?How will the Internet of Things develop now? Is your money safe in this stock? The answers to these questions and why you need to act now can be found in the latest analysis of the Internet of Things share.More,Nick,,2,0
5 months ago,Great News! https://m.facebook.com/story.php?story_fbid=10158759803707863&amp;id=597397862,Nick,,3,1
5 months ago,This stock makes me giggle.,Chris,,5,0
5 months ago,https://www.google.com/amp/s/www.proactiveinvestors.com/companies/amp/news/215459,Nick,,3,1
5 months ago,Volume continues to increase every day. Good things in the pipeline. Can’t live day/day, this thing will be worth more than .15 a year from now no matter how many ups and downs there are along the way. Longs FTW,Brandon,,0,0
5 months ago,this company is going to go far. if you're focused just on TP then you're slacking. the company has so much going for it in so many different avenues. longs hold strong..remember they say this industry is projected to be worth around 26.6billion by 2026 with PAI already making channels for sales on their weather telematic fleet system,Fernando,,5,1
5 months ago,Support drying up, could see this retest.16 stay woke,Donkey,,2,4
5 months ago,the stock is up today any new news November 27,F,,0,0
5 months ago,Pai/ thermalpass was on bnn Bloomberg today go to the predictive facebook group page and see!,Nick,,8,0
5 months ago,just wait until Whether Telematics is in Every EV vehicle on the road.  This has the ability to moon when this happens,Donkey,,4,0
5 months ago,PAI has announced a new sales partnership today!https://www.predictiv.ai/blogs/toronto-artificial-intelligence-company-blog/579065-predictiv-ai-announces-sales-channel-partnership-with-infield-solutions--fleet-technology-leader--to-sell-alert-fleet#.X70HS_lKhaQ,ReinEcke,,0,0
5 months ago,DescriptionThrough our proprietary artificial intelligence, we excel at servicing the public safety and security markets, a sector that is projected to reach US$912 billion by 2027. Predictiv AI solutions services Smart Cities, globally, in the areas of Public Safety, Energy Management, Smart Buildings, Mobility, Technology, Infrastructure, Healthcare, Governance, and citizens. This vertical is expected to reach US$1.56 trillion by 2025.,ReinEcke,,4,1
5 months ago,New YouTube channel of PAI is online since yesterday. Check this out:https://www.youtube.com/channel/UCb3nHh-MUZfrg4uN3mdhJgQ/videos,ReinEcke,,3,0
5 months ago,pay it now or pay it later, it's your move.,Agustin,,1,0
5 months ago,What are you waiting for Chris? I don't see much buying here, Everyone beat down and licking their wounds? lots on the ask, everyone tripping over each other to sell at .165 Whats that all about haha.,Donkey,,1,0
5 months ago,Not much chatting going on at SH or CEO. Not much to say, other than actions speak louder than words. Were just patiently waiting.,Chris,,0,0
5 months ago,Well judging from their Board, These guys have contacts in all the right places, Access Media , Rogers Communications etc.. I’m pretty sure Rogers has an NHL arena. 100-1000 units easily if a PO came from one Arena,Donkey,,4,0
6 months ago,Here are a few Key points of their NR1. Predictiv AI is delivering units, against five initial orders, over the next 45 days. The internal sales and marketing team has also built an extensive pipeline since ThermalPass' commercial launch 30 days ago. In addition, the Company has entered into seven strategic reseller contracts with established sales channels in Canada, the United States and Europe. (Procurement companies?)  (Commission based?)2.  These channel resellers are expected to significantly accelerate unit orders as they continue negotiations with several government agencies, professional sports teams, long term care facilities and North American financial institutions. Predictiv AI will further update shareholders as material purchase orders are received.&nbsp;&nbsp;4. Over the past few weeks, we have been securing initial orders across Canada and the US for ThermalPass.* purchase agreements are not yet in placeMore,Donkey,,2,0
6 months ago,Ok were is the volume??? @INOTF not even one share traded so far today and 9.6k for @PAI!,Eric.co,,0,0
6 months ago,This is Great NEWS!!The initial customer base consists of a wide cross-section of businesses and organizations which include a convention center, a hospital, a mining company, two manufacturing plants and a leading industrial conglomerate. The internal sales and marketing team has also built an extensive pipeline since ThermalPass' commercial launch 30 days ago. In addition, the Company has entered into seven strategic reseller contracts with established sales channels in Canada, the United States and Europe.,allan,,4,0
6 months ago,I think your reading it wrong, 5 ORDERS across 5 diverse businesses, a hospital could have ordered 10, convention center could have ordered 50, and who knows about the leading industrial conglomerate, could be in the hundreds,Nick,,7,0
6 months ago,,Donkey,,1,3
6 months ago,Im going to accumulate under 16 when i can. I like the prospects. I think we have a global reach which is good. Hence the investor from finland from the pp at 18 cents.,Mark,,1,0
6 months ago,Hahah 5 more orders,BaxterStockman,,1,0
6 months ago,lmao I can't believe that's the news after all this time. Just sell already. I took my L a long time ago. Check out emower clinics btw it's cheaper than Pai and has more catalysts in place,George,,0,6
6 months ago,5 units  wowww  i dont know how they will keep up with the production.,Muro,,1,0
6 months ago,News is out james,Pecker,,0,0
6 months ago,Big volume today, could be people are thinking news soon. I know we were expecting something today. In times like this it literally pays to learn from a master, "the stock market is a device that transfers money from the impatient to the patient", Warren Buffet.  Be patient my friends I believe all will be good, who's with me?,Stock boy,,5,0
6 months ago,What kind of news could be exciting for you ?  Deals with big sports leagues like NFL, NHL, NBA ?  Deals with governmental offices ?  Big retailers like Walmart, Costco ?,Lalou,,0,0
6 months ago,where's this newssss,Fernando,,1,0
6 months ago,,allan,,1,0
6 months ago,looks like these guys tries to ride the crypto bull and they are trying same thing with the virus. take your loses and leave or else you will end up with a big huge zero.,Muro,,1,0
6 months ago,The cost of not having fans at professional sports is too high for the team owners not to begin seriously considering smart solutions. I read in SportTechie The Golden State Warriors are prepared to spend $30M to secure rapid coronavirus testing for all fans, players and attendees at home games.,RF,,0,0
6 months ago,Just got off phone with Michael. News will be out tomorrow and exciting news by end of month,Pecker,,7,0
6 months ago,i wouldn't be surprise to ear something from them this week but it is only my personal opinion, nothing else!,Eric.co,,0,0
6 months ago,#$%$ mates...,Fernando,,0,0
6 months ago,Reaction from vaccine news. Nothing from company yet. Waiting on that.,Jason,,0,0
6 months ago,They had us at 33cents sad. No sales. No updates. I sold but still keeping tabs.,George,,5,1
6 months ago,No update yet, but you need to remember this is a new product and most certainly they don't have a fast, productive assembly line for the thermalpass. It will take them longer to produce this product in bulk. The silence could be the waiting until they have all units produced and shipped out to buyers before they a bounce anything. Time will tell. Still early here and the virus is stayingMore,Jason,,0,0
6 months ago,News News News, we need some damn news...something just a little something 🙄,Fernando,,2,0
6 months ago,Should I invest in this?,Hitman Hitcher,,2,0
6 months ago,What does this company do? I see a huge gamble but with a huge potential if 100x the stock,Stock man,,2,0
6 months ago,bought 3700 more shares.....,Brent,,0,0
6 months ago,hope it's TRUE and news comes soon https://twitter.com/brettzky13/status/1326171668587417600?s=21,Stock boy,,2,3
6 months ago,I love averaging down.  Tempted, incredibly tempted to throw another grand at it.  Love the future of this company.  What do you guys think?,Brent,,2,0
6 months ago,4K units to a major bank in the us. Niiiiice,Andrew Darling,,2,1
6 months ago,I tend to beleive it's just finalizing some details in the background. They completed a non-brokered private placement just a month ago. (So, they do have the cash to continue). From what I understand in their 2020.10.08 Press Release, they still have a bit of stuff to finalize even if they released the commercial date. ''''The proceeds of the Offering will be allocated to all aspects of the production planning,manufacturing and go to market phase for the ThermalPass™ fever detection system.Additionally, proceeds will be dedicated to AI Labs product development initiatives andgeneral working capital purposes.''''I'm sure we will have good news pretty soon... ;)More,Nick-1,,0,0
6 months ago,I think people are selling to put their investment elsewhere since market is up today.However I am confident this stock will recover and those who sold will come back eventually!,Theresa,,2,0
6 months ago,sold 1800 shares think it is still has some chance but no news for awhile and I think its gona stay neutral at 10 to 12 cents until elections get figured out and people can have an idea on the courses of action.,Aj,,0,0
6 months ago,Sold at open .18 bought back filled at .155 these guys better get their  &amp;h&amp;@ together,Donkey,,3,1
6 months ago,Not feeling confident right now, gonna take the L on this one.,Mike,,0,0
6 months ago,I am liking the wait. Let lende me two more weeks do his thing. Weathermatics coming out soon too. Hopefully with winter coming be a driver...no pun...for sales. Lets get first 100 units sold on tp. That would be almost 925k in total rev.,Mark,,0,0
6 months ago,This wait feels deathly,George,,2,0
6 months ago,Got more shares!,Theresa,,0,0
6 months ago,Uhhh why is this going down?,Brent,,1,0
6 months ago,Besides Thermal pass, are we looking forward to more things from this company..or is all this eggs in one basket.,Sydsimm,,0,0
6 months ago,just got another 6000 at the .19 mark 👌 up to 20k shares waiting for this to explode lol been able to average down nicely these past few weeks,Fernando,,3,0
6 months ago,if you are interested in getting updates I suggest contacting the company directly, have always answered my questions in a timely fashion,Stock boy,,0,0
6 months ago,@James....I'm taking a look at this.,Ryan,,2,0
6 months ago,Eric you're too impatient. Take a break from looking at the SP.,Chris,,1,0
6 months ago,They have to talk to investors, a PR to b4ing interest back to them, volume is way too low and we have no clue if there's any orders yet? Very strange....,Eric.co,,0,0
6 months ago,This 5 day is whack,BaxterStockman,,1,0
6 months ago,Now  this was the rumour but now we won’t have a big disappointment come NOV.15That’s how shorts work hype it up and then pull out the rug when theirRumour is false.There will be news of contracts in good time.More,Donkey,,1,1
6 months ago,So feel free to contact the CP yourself, it’s not Thermal pass,Donkey,,1,0
6 months ago,Thank you for your message to the Carolina Panthers PSL Services Team. Our office is currently experiencing a high volume of messages but we will get back to you as soon as we can. Thank you for your support and have a great day. Keep Pounding!Hi, the temperature scanners are just small guns that quickly read forehead temperature. Nothing extensive, just a quick read of forehead temperature!More,Donkey,,1,0
6 months ago,https://assets-powerstores-com.s3.amazonaws.com/data/org/21513/media/doc/thermalpass_presentation_september_14_2020-2dff960d95a6f44a9fde3e111fe8428f.pdf,Donkey,,1,0
6 months ago,https://www.digisensor.se/   Available in Stockholm.,RF,,0,0
6 months ago,finished green today not bad,George,,4,0
6 months ago,crazy how quiet this place is now loool,Fernando,,0,0
6 months ago,time is against us in this one! momentum is fading away add the launch major flop who showed a lack of professionalism and it will be hard to recover. the fact they're keeping silent ever since tells a lot by itself, last week i personally called the sales department pretending to be interested in buying 5 of them, the answer wasn't what i was expecting at all. hard to release numbers when you have no orders!! it could change anytime from now too but they have to do something to gain that momentum back for investors.,Eric.co,,2,0
6 months ago,#$%$,Chris,,1,0
6 months ago,Michael lende was GM and VP at Zipcar who was purchased by Avis in 2013 he left in 2011 I'm sure we're in decent hands. Just be patient!,George,,5,0
6 months ago,Buy  before  it's  too  late...,EPWCF SPONF AVEO and DTMXF🚀,,0,0
6 months ago,Stocks market are up, so maybe 0,25$ today!?,EPWCF SPONF AVEO and DTMXF🚀,,0,0
6 months ago,Should I buy ?,jean-pierre,,3,0
6 months ago,No we’re not expecting anything this week. Looks like the entire market dumped today,Donkey,,0,0
6 months ago,we expecting to see something from them this week?,Fernando,,0,0
6 months ago,If look on sedar you will see a release about the pp. Big buyers from nova scotia the bahamas and finland. So international investors got into this pp. Any ideas to us in the bahamas or finland?,Mark,,2,0
6 months ago,The TSX Venture Exchange has accepted for filing documentation with respect to a non-brokered private placement announced Oct. 8, 2020.Number of shares:  8,336,439 common sharesPurchase price:  18 cents per common shareNumber of placees:  55 placeesInsiders:  New Court Holdings Ltd. (Jerry Grafstein), 55,556; Jim Grimes, 55,556; Khurram R. Qureshi, 55,556Finders' fees:  PI Financial Corp., Canaccord Genuity Corp., Integral Wealth Securities Ltd. and Echelon Wealth Partners received $97,686.73 in cash and 542,704 finders' warrants, with each warrant being exercisable into one common share at 18 cents per share for a period of two years.More,Levent,,0,0
6 months ago,It said in the offering that the shares are on hold for 180 days and were purchased at .18 so you could probably hold this price long term.,Paul,,1,7
7 months ago,U.S. market only 10,900 shares in volume.  Everyone just waiting for some news.,Nick,,1,0
7 months ago,Very low volume again, but the market cap is over $14 Million, I remember when the market cap was $4 Million, anyone who got in early is up pretty nicely!,Nick,,2,0
7 months ago,72 000 volume so far small Friday!,Eric.co,,0,0
7 months ago,Has anyone taken into consideration the cost to have a person sit by each one of these units???   I was thinking the other day the units cost $7000 (which someone else here mentioned).  Now that company needs to pay a babysitter to see who walks through this scanner and it goes off.  I think having some beside the units are going to be the bigger concern on how many they can buy,Sebastian,,0,3
7 months ago,a gut feeling we get news next week,George,,2,0
7 months ago,They are installing these in the work camps in BC and Alberta, was taking to the screeners,Donkey,,12,0
7 months ago,need more volume!,BaxterStockman,,0,0
7 months ago,well if the news could drop tomorrow that would be perfectly splendid,George,,0,0
7 months ago,very low volume 26,000 shares or $4,279 USD  at 12:00 noon Pacific Time,Nick,,0,0
7 months ago,News this week, stay tuned.,Chris,,0,0
7 months ago,Wasn't going to pick up more shares previously, but with this price, I had to buy more on the deal,Theresa,,4,0
7 months ago,yeah this dip is the combination of dilution and proceeds from.selling the diluted position that was acquired at .18 cad,Stock boy,,0,0
7 months ago,Third quarter financials should be interesting, they should reflect cash in due to deposits placed for thermal Pass.  If there is a bump in Assets the Market cap will go up and so should stock price.,Nick,,0,0
7 months ago,The price is just now reflecting the new 69 million shares outstanding from the 61 million previously, which was due to the private placement of $1.5 million 8.3 million shares.  so the price is reflecting the dilution. We all knew this,  just have to be patient for sales numbers.,Nick,,7,0
7 months ago,,Flatman,,1,0
7 months ago,it's leede Jones Gable inc. who's selling i saw it on tsx money web site, in the trade history you can see their name! they are the one who invested in PAI got their share a .18 and now taking their profit! meaning it could take a while before sp rise back up!,Eric.co,,0,0
7 months ago,PAI should of hired a sales team with sales incentives and bonuses. Great Product giving them until November.,George,,0,0
7 months ago,what is your prediction for today? green day or red again?i say green by  .02 you?,Eric.co,,0,0
7 months ago,Hope we can have numbers tomorrow!Unless they have no confirmed orders yet that would explain the drop?,Eric.co,,0,0
7 months ago,picked up more at .235 should be back at .30 by row, imo,Stock boy,,1,0
7 months ago,where's the beef?,Agustin,,0,0
7 months ago,Keep selling off guys i wanna buy another lot at .15!,Dylan,,2,0
7 months ago,any one know of where to find more news on this stock,Aj,,1,0
7 months ago,Thanks for the shares weak hands,George,,1,0
7 months ago,.235 i didn't think we would see it anymore!!!! i'm scared,Eric.co,,2,0
7 months ago,Well I was up 33%......NOT ANYMORE!!! 😭,Brent,,5,0
7 months ago,could it be because of last week major flop???? just thinking,Eric.co,,3,0
7 months ago,what is happening 😫,Fernando,,2,0
7 months ago,This doesn’t look good,mikev39,,1,0
7 months ago,volume is great this morning! it usually mean something is going to happens! let see!,Eric.co,,0,0
