PostDate,Content,Author,RelativeDate,Likes,Dislikes
3 months ago,I’m looking for a sleeper company to invest $25,000 in. This seems interesting and bound to move forward. The war has hurt the company, tell me why I should invest in this company and I will next Tuesday. Need to see how the market plays out,InvestorObserver,,0,0
3 months ago,My Bad didnt read it all the way!But Veon is a solid company war or peace its a longterm growth The image below, which you can click on for greater detail, shows that at September 2021 VEON had debt of US$8.10b, up from US$7.52b in one year. However, because it has a cash reserve of US$1.53b, its net debt is less, at about US$6.57b.Jan2022,Anonymous,,0,0
3 months ago,https://twitter.com/elonmusk/status/1524191785760788480?s=20&amp;t=9OXmwZHPUB735Fq4eB7BOA,Anonymous,,0,0
3 months ago,To maintain our high standards of service in Ukraine, Kyivstar's team have also overseen the construction of 121 new base stations in the western part of the country. Furthermore, to ensure essential connectivity in these challenging and unpredictable conditions,&nbsp;we are growing our partnership with Starlink.,Anonymous,,0,0
3 months ago,https://apple.news/AW8rgDLGnSHuwLLfklsLKPw,Anonymous,,0,0
3 months ago,What caused drop on opening Monday April 9th?,Kevin S,,0,0
3 months ago,Good price. Last time here was rocket launch started,Asight,,4,1
4 months ago,Seriously why is this dropping ?,A,,0,0
4 months ago,Buy fools, no one needs your candy wrappers anymore,Andrei,,0,0
4 months ago,I cannot understand this stock. Ruble’s stronger than prewar while this doesn’t budge,A,,0,0
4 months ago,Shorts were consumed today.....looking good 200 ma,Brian,,0,0
4 months ago,sold 1k shares at a loss today and dumped into $VEON.  still hold 5k shares of this pile ..I mean nile at .66,Brian,,4,3
4 months ago,I think the war will end soon,쾌남,,1,0
4 months ago,Any news causing the down-draft?,Michael New York,,0,0
4 months ago,WANTED FOR WAR CRIMES IN UKRAINE, ALL OF HIS EVIL RUSSIAN GENERALS, and ALL OF HIS EVIL RUSSIAN SOLDIERS: РАЗЫСКИВАЕТСЯ ЗА ВОЕННЫЕ ПРЕСТУПЛЕНИЯ В УКРАИНЕ, ВСЕХ СВОИХ ЗЛЫХ РУССКИХ ГЕНЕРАЛОВ И ВСЕХ СВОИХ ЗЛЫХ РУССКИХ СОЛДАТ:,Concerned For Ukrainians,,5,2
4 months ago,How’s this stock not over a dollar but beating their earnings in positives,Alan,,0,0
4 months ago,Grabbed some $AEI $VEON $PYPL today thank you shorts and bears for keeping them down now we run!!!!,Francis,,0,0
4 months ago,Any sell today is a mistake,INVEST3001,,2,3
4 months ago,Why isn’t this up a 100% ?,A,,0,1
4 months ago,1Q looks very good!Bullish. 👍,David,,3,3
4 months ago,This should be at 2 bucks!,Richirich,,7,0
4 months ago,Still here. Holding to 2.50 plus dividends,Samson,,4,1
4 months ago,That was a strong buy signal in AH. VEON is going to explode passing $1 this week.,Oleg,,6,1
4 months ago,You clowns blowing your load over $FB calls when $VEON calls are where it’s at for tomorrow, lol thank me later.,Joshua,,0,0
4 months ago,Reminder that there is a VEON call tomorrow Thursday at 8AM EST.  Look on their website for specifics…..let’s hope it’s positive, notwithstanding an extremely difficult environment?,Michael New York,,0,0
4 months ago,People are severely sleeping on this gem like seriously….,Joshua,,0,0
4 months ago,BB: $AEI $VEONOTC: $CBGL $PGAS $AXXA $AXTG $MHHC $WBBA $ICOA $MWWC Crypto: $ZADA,WizardofApeStreet,,0,0
4 months ago,Twitter short squueze when deal is announce,Anonymous,,0,0
4 months ago,Elon should just buy Veon,Anonymous,,0,0
4 months ago,Elon working with veon via starlink,Anonymous,,0,0
4 months ago,The world is dumping evil Russian stocks.,Concerned For Ukrainians,,1,1
4 months ago,Might be flat for months to years with the war.,Elli,,0,0
4 months ago,going to wait tell the 28th to see what happends,Adam,,1,1
4 months ago,Its no longer fashionable to hold these russian related names.  A drawn out war with invariably harsher sanctions will strangle VEONIf i had to guess it will trade at .40  before  .80More,Marie,,3,5
4 months ago,Very large purchases of 9/16, $1 calls…..,Michael New York,,0,4
4 months ago,Once war is over this shoots to 1.50-2,Samson,,0,0
4 months ago,I can’t decide if I should add or sell, with a bias to adding. The April 28 update will help but things could move swiftly after that.Any thoughts, wise people?Good long weekend, enjoy celebrations,Michael New York,,0,7
4 months ago,There is a trading update and call at 8AM EST on April 28th - look at their website,Michael New York,,0,0
4 months ago,Talk about a cup and handle formation... wow..! It's gonna pop or it's gonna drop for sure. I say pop..!,Tyzoid8,,1,7
4 months ago,$AEI $VEON $MMAT Super bullish on these 3 👏👏👏🔥🔥,WizardofApeStreet,,0,0
4 months ago,what impact, if any, will the news of VEON working with Elon Musk starlink have?,Taylor,,7,3
4 months ago,Why is this a strong buy? When it's going to be delisted?,Adam,,5,3
4 months ago,VEON Gets Nasdaq Non-Compliance Notice Over Minimum Bid Price RequirementTuesday, Apr 12, 2022 03:26 AM | MT NewswiresVEON (VEON) said Tuesday that it recently received notification that it was not in compliance with the minimum bid price requirement of the Nasdaq Stock Market's listing rule.Nasdaq requires listed securities to maintain a minimum bid price of $1 per share and failure to meet the minimum bid price requirement exists if the deficiency continues for 30 consecutive business days.VEON has an initial grace period of 180 calendar days, or until Oct. 4, to regain compliance with the minimum bid price requirement, according to the statement.More,michael,,10,3
4 months ago,What about the 10B debt? Anyone is concerned? Will they be able to going forward?,Marco,,2,3
4 months ago,Trading and investing literally has to do with determination,consistency and having a mindset to never give up is key. Just like a battle or war, we take loss in our stride and continue to fight. Never give up, never get too comfortable and you'll be surprised by the outcome. Forex trading remains the best.,Sylvia,,31,4
4 months ago,This stock is worth the risk because of the price. After you do the x and o's on the company, it is still considered a strong buy from many analysts.,Tony,,0,0
5 months ago,BBIG short squeeze,Anonymous,,0,0
5 months ago,currently bid .60  in the aftermarket.....  not a bad time to lighten up,A,,4,5
5 months ago,Thing here is too many  jumped on this name thinking it was easy money,   not understanding that it carries considerable risk.  12 months from now this could be a $1 plus name,  but it could also be .20 or lessbuy it on that basis,  not because someone says it must return to $1.50it might,  and it might notMore,A,,4,7
5 months ago,A company that reported 674 million dollars in earnings for 2021 trading at a market cap just over a billion dollars?  Something doesn't add up.,CC,,0,0
5 months ago,I didn't like the news/price action  so I booked a 50% gaintheir ability to do business and collect payments in russia/ukraine will be compromised for quite some timeI'm out for goodmore power to those who continue to holdMore,A,,2,4
5 months ago,What happened here? please someone advise.,Mohamed,,1,1
5 months ago,BBIG short squeeze get your money back!,Anonymous,,0,0
5 months ago,This is gonna ROCK!,David,,0,0
5 months ago,VEON is strong. Sanctions against it were lifted.The company has met or beat ER's last 4 quarters. They have billion$ more cash than debt.They have done several splits (NOT R/S!) over time (which is GREAT for shareholders). And they also have a past history of paying divis!At sub $1 PS, this company is a screaming buy.More,David,,11,4
5 months ago,VEON is safest way to double you money in next few weeks!,In,,0,0
5 months ago,Will reach $1.5 easy next week.,Oleg,,10,2
5 months ago,0.If it stays above 0.72 it will be perfect.,İsmail,,1,0
5 months ago,Bangladesh market is young and will cover lost business in Russia,babak,,0,0
5 months ago,The Ruble is now worth more than it was pre invasion.Maybe the US should ban short selling idk,Samson,,3,0
5 months ago,One step closer to the end of the war. Veon will rip to 1.50,Samson,,4,1
5 months ago,Look2.5 billion cashBV .86 centStock trade at 5 times BV This is a 4.30$ stock people don as war ends!!!!More,J.T,,4,2
5 months ago,Let’s hope for a cease fire and now that Putin has taken chemical and nuclear weapons off the table, that’s a psychological relief. I’m sure there is going to be a lot of Ukrainians wanting to call and find relatives, friends and family Go VEON!,Terry,,0,0
5 months ago,Hi, anyone from Canada? I have about $200k worth of Russian ADRs  @ MOEX prices. Lukoy 2500, sber 10000, mbt 1000, yandex 500. If anyone is interested , please let me know. Will negotiate price,Mike,,0,4
5 months ago,There’s a wall at .70,A,,0,0
5 months ago,Trying to buy the dip lol! Buy at the ask and you won’t have to wait!,John,,0,0
5 months ago,I’m still trying to buy the dip !,Elli,,0,0
5 months ago,when earning call q4 ?,Itay,,0,1
5 months ago,Okay I moved some profits from $HYMC  into long calls here at $VEON (1c)And I snatched $NILE 2024 .50c$BBIG is about to blow. Loaded on shares and 2023 3cMore,Samson,,0,0
5 months ago,Since the war will never end in Russia, this is going nowhere.,Hooch,,1,4
5 months ago,When is the R/S?,Hooch,,0,0
5 months ago,If any extra cash, $AMC $GME $NILE $MULN $VEON people join HYMC going to 10+,Samson,,0,0
5 months ago,I’m rooting for you. New positions cannot be opened with any number 0&lt;…. Just called and verified with an E*trade trader. He doesn’t know if they’ve ever done that (at least not recently) 👏🏻👏🏻,Denis,,0,0
5 months ago,E-trade is not allowing any new positions to open on VEON anymore,Denis,,2,0
5 months ago,VEON is up 21.05% to 0.74,Yahoo Finance Insights,,1,0
5 months ago,whats with the big move up?,@ngf_investments,,3,0
5 months ago,Fidelity does not allow me to buy VEON, says only a "registered investment advisor" would be able to. The rep checked about the sanctions, did not report that they were the reason for the buying restriction.,SST,,0,0
5 months ago,Gimme fitty!,Snarkaholic,,0,0
5 months ago,HAHAHAHAHAHAHA,S,,0,0
5 months ago,this will be back down before closing,Losing,,0,7
5 months ago,why is this going to the moon,Losing,,1,0
5 months ago,0.8 today ？,sean,,0,0
5 months ago,Will a cease fire have a positive effect on VEON stock price. Both sides meet tomorrow in Turkey and Putin might see a way out by pretending to seek peace. Never know what lengths he might go. Any thoughts ?,Terry,,0,0
5 months ago,Volume jumping…,Nephilim,,0,0
5 months ago,everything not to break the 0.6 barrier XD,Vincent,,1,0
5 months ago,Ruble down to $94 now ..,Doug,,0,0
5 months ago,GOOD MORNING VEON,S,,0,0
5 months ago,Pre market looking good for you I hope use make money,Jamie,,0,2
5 months ago,Come on then people. What’s your amazing predictions for this week.,Jamie,,0,0
5 months ago,Reuters: The next session of the Russia-Ukraine talks will be held face-to-face in Turkey on March 28-30.,İsmail,,3,1
5 months ago,Rogers is a 54$ stock, this is the Rogers but for the smaller countries that are not allies with nato,Smoke1,,1,1
5 months ago,don't listen to Jaime. he drinks alot,S,,1,0
5 months ago,So this dropped off a cliff. What happened ?,A,,0,0
5 months ago,Just back to laugh at all them idiots that tried to call me rotten. I don’t lose all my money and kids money on stocks that don’t work and people who have no idea what they are doing in investing. half of the people on here have never invested in nothing in their life. You don’t get rich overnight,Jamie,,0,1
5 months ago,The market is doing the opposite, people are talking about it so the ones who don’t follow the crowed are selling,Smoke1,,0,0
5 months ago,I’m trying to buy the dip.,Elli,,0,0
5 months ago,Guys, check out (http://Achieverspot.tech). They have been crushing it lately while VEON barley does anything at all.,polgar,,2,1
5 months ago,I'm holding,S,,0,0
5 months ago,Lovely. It's good that I loaded up more yesterday 😄Love from 🇨🇦,The Patient Lion 🦁,,6,0
5 months ago,So how much do you guys pay attention to Yahoo analysis?  They say this stock with undervalued and the target price is $2.67,Eddie,,7,1
5 months ago,save it shorty,David,,1,0
5 months ago,sad Jamie fail to spread wrong information,sean,,0,0
5 months ago,Tomorrow should be fun,A,,2,0
5 months ago,hope you all held that guy Jamie is a real idiot good luck everybody,S,,2,0
5 months ago,I think Traders/Shareholders of VEON are leery of the re-opening of the MOSCOW Market tomorrow and if VEON is one of the 33 active stocks approved to trade or not on opening day.  Will it go up or down - hence the drama.  Putin said he would support the market.,Never_Post,,1,0
5 months ago,I keep telling you, when will people listen. The ones telling you to stick with it are way to in to get out. as I stated this morning you will lose money again today. And tomorrow you will again. if your after a quick buck then get into GAMESTOP TOMORROW AND GET OUT 3 hours before market end. if you are in it for the long run then invest into SPCE that will soar 2000% in July. i am not rich but I’m on that path I want success and so should you. I hate seeing people lose money I want everyone to profit big. Everytime: be wise. Be smart. Make the dream work,Jamie,,1,1
5 months ago,Vlad want's ruble for gas from hostile countries. Ruble gaining strength!,Snarkaholic,,0,0
5 months ago,(TLIS) $1.55...has MONSTER cash of $8.70 per share and Covid test approved =1000% UPSIDEEEEEEE,Turbopicks,,0,0
5 months ago,It will rise to $1.86.  There is no other way.,İsmail,,5,2
5 months ago,my AI predicts that the low will be  $0.5805 &amp; the high will be $0.6381,Losing,,1,1
5 months ago,The ruble is recovering. VEON is not.,Oleg,,0,0
5 months ago,The rouble is rebounding.  Putin making unfriendly companies buy oil in roubles.  We are going to see a significant bounce.  Rouble is below 100,Doug,,0,0
5 months ago,Russian Markets to partially reopen tomorrow (Thursday).Short selling banned on Moscow Exchange.https://news.google.com/search?for=russian+stock+market&amp;hl=en-US&amp;gl=US&amp;ceid=US%3AenMore,Never_Post,,1,1
5 months ago,had to change the "reactions " number it was evil.,JUPSURF,,0,0
5 months ago,Up,JUPSURF,,0,0
5 months ago,let me get your guesses,atacan,,2,0
5 months ago,Jamie is scared because they bought puts. I loaded 10000 more shares today, this is an exact buy in price and if you have paytience this will pay. Don't listen to the shorts and get in while you can, VEON will recover to pre war levels,S,,7,3
5 months ago,I bought some of this today and I got a notification about a ADR pass-through fee. Can anyone tell me how much and when this is charged? I am on IBKR. Is it better to hold these stocks from a different brokerage? Thanks for your time,spazzy,,1,0
5 months ago,Holding well after some selling into my call. We will be up. Solid floors under my buy in.Reiterate Buy, signal getting stronger.,shadow,,0,0
5 months ago,the volatility is great to jump in and out,   but if i know this name will be up 100%+ this year why bother flipping.   I don't care where the price goes in the interim,  but I know ill be holding when it returns to the $1.50 - $1.80 range,A,,6,1
5 months ago,Calling the Buy in right NOW!,shadow,,0,0
5 months ago,great price to still get in!,bball,,1,0
5 months ago,A lot of you are not realistic. this stock is going to lose you a lot of money and the only reason you believe different is because your stuck and already at a loss and can’t sell up. I would take your losses and move on. Unless you will lose more,Jamie,,0,5
5 months ago,I'm long VEON, still way oversoldThis will be volatile,  but has a great chance to trade above $1.50 this year I'm in polymetal tooMore,A,,6,0
5 months ago,Move $GME profits to $NILE $VEON $CEI $BBIG gang let’s make money,Samson,,16,8
5 months ago,Can anyone give me £5000 so I can invest please?,Jamie,,1,1
5 months ago,It'll close at 0.597$ , wait until close if you were going to add to your position...,Losing,,0,0
5 months ago,When's the R/S?,Hooch,,0,3
5 months ago,it is enough,atacan,,0,0
5 months ago,very bad,atacan,,0,0
5 months ago,Relax,sean,,0,0
5 months ago,I do not sell,atacan,,1,1
5 months ago,I thought it would rise for a long time I was so wrong,atacan,,0,1
5 months ago,off#$%$,atacan,,0,1
5 months ago,last not updated from squeeze shortShort Percent of Float	0.58 %Short % Increase / Decrease	-72 %Short Interest (Current Shares Short)	10,130,000Shares Float	1,750,000,000Short Interest (Prior Shares Short)	36,260,000More,shadow,,0,0
5 months ago,Bad day before it even starts. Lots of money about to be lost,Jamie,,0,3
5 months ago,I am very angry,atacan,,1,1
5 months ago,The Chinese have a saying; The umbrella that enters the eye does not open :)),atacan,,0,1
5 months ago,Invest cautiously with VEON my fellow investors. The real financial impacts of this war have not yet been reported and it's not reassuring that insiders have not been picking up these low priced shares...,Souls,,0,0
5 months ago,short percent of float has risen 22.49% since its last report. The company recently reported that it has 36.26 million shares sold short, which is 2.07% of all regular shares that are available for trading. Based on its trading volume, it would take traders 5.7 days to cover their short positions on average.According to Benzinga Pro, Veon LTD. - American Depositary Shares's peer group average for short interest as a percentage of float is 3.93%, which means the company has less short interest than most of its peers.,matt,,3,1
5 months ago,What a waste of a stock. #$%$,Jamie,,0,2
5 months ago,I’ll buy 140k shares at 35 cents.,Elli,,0,0
5 months ago,Let’s show our love and support to the workers in Ukraine under a bomb shelter providing services to the Ukrainian people. May god be upon them,Smoke1,,4,0
5 months ago,The billions of dollars pulled out was a good play cuz we all know the currency will go back down, they’ll be able to do more with the money,Smoke1,,0,0
5 months ago,Currency has lots to do with this play, be patient we got this ladies and gents,Smoke1,,2,0
5 months ago,,muraliprabhu,,0,0
5 months ago,Why is the volume so high but movement up or down is only steady?,Jamie,,0,0
5 months ago,$NILE owns 10% of  $MULN Support Ukraine by buying $VEON(Look at recent PR of NILE and VEON) — FREE DIVIDENDS AND VEON DIVIDENDS HOPEFULLY REINSTATED NEXT YEAR,Samson,,1,1
5 months ago,Some are doing profit taking which is understandable, it will go back up again after this pullback. Load up at this price if you can. Round 2 is coming towards $1 and beyond.,The Patient Lion 🦁,,5,0
5 months ago,No money getting made today need it to hit 0.8,Jamie,,0,0
5 months ago,Support Ukraine 🇺🇦 Buy VEON,Samson,,0,0
5 months ago,the volume is very high.we will go to 0.8$ soon,Avi,,0,1
5 months ago,Come on .35 cents so we can buy more!,Elli,,0,0
5 months ago,Why is this stock growing the past days?,stocker,,2,1
5 months ago,sit back, relax, enjoy the show,sean,,0,0
5 months ago,hodllll,atacan,,1,0
5 months ago,whit for 0.8$ today,Avi,,1,1
5 months ago,what is your target price,atacan,,2,0
5 months ago,Veon is still around 50% underweight. Once war is over this stock will shoot above $1. War is over soon.,LiewJ,,0,0
5 months ago,I HOPE EVERYONE REALISED THAT THIS STOCK DOING BUSINESS IN RUSSIA AND ACCETS CAN BE FROZEN ANY TIME,Gail,,2,11
5 months ago,Took a break from yahoo messages boards and it seems that nothing has changed.  The garbage trolls still exist no matter the stock but every now and then there is good stuff.  If I post something positive about VEON or any other stock, that’s my opinion!  To quote the ROCK, IT DOESN’T MATTER, if you agree or not, it’s just my positive opinion of the stocks I chose to invest in.  I appreciate the positive responses, and the negative ones for that matter because it leads to CONVERSATIONS which is what these boards are for!  But to those who are just constantly negative on a stock, for no good reason, I couldn’t give 2 💩 about you or your worthless posts!  I believe in VEON then, now, forever, or until I sell lol!More,John,,0,0
5 months ago,whats this company do and why this is going up so much?thanks .,eyal,,3,1
5 months ago,Italy's Exor increases its stake on Veon. This is a long term play for their investment, taking advantage of the cheap price for now.,The Patient Lion 🦁,,11,1
5 months ago,I’m trying to buy in at .35,Elli,,0,0
5 months ago,Got at .42,c,,5,0
5 months ago,VEON is legit and will see ATH soon enough.  All I can say is LOAD THE BOAT, TRUCK, WHATEVER YOU CAN on Monday ASAP.  PM, at the open, whenever you can.  LOAD UP ON VEON!,John,,0,0
5 months ago,Seems legit to me. Bullish.,Snarkaholic,,0,0
5 months ago,Bought a tracker share back in December. Loaded up at .40. This is looking good short term and long term. I like how management has gotten ahead of some negatives, and pointedly addressed perceptions on liquidity. Back to 1.30 by April is really in the cards. Tidy 3x,Steve,,0,0
5 months ago,How are we feeling VEON about the weeks to come?  I’m thinking greeting things continue for VEON!,John,,0,0
5 months ago,Technically if 0.39 - 0.41 USD / share happens again it is a good time to add. (!)Fundamentally -&gt; I [DID NOT] do my due dilligence but the PE multiple looks like the company took artillery. Did it get caught in the crossfire literally?If not and the company has a good balance sheet it's a great bargain still if operation will resume without any form of liquidation. Further research is required from my side, just responding because I find it interesting.,Chinese Golden Century,,1,0
5 months ago,Damn I wish it would be this easy lol!https://www.wallstreetzen.com/stocks/us/nasdaq/veon/stock-forecast,John,,0,0
5 months ago,Only one thing to say......,ROB,,1,0
5 months ago,We will get a better indication after hours. we could potentially see $1 opening Monday.,Jamie,,4,0
5 months ago,today is "Four Witch Days". We must wait for next monday to see if still going up,Vitor,,0,0
5 months ago,who bought at 0,43?,Vitor,,6,0
5 months ago,Next Monday we'll See 1 Dollar!,Richirich,,8,1
5 months ago,(TLIS) $1.50 / has $8.70 cash per shr + Covid test approved =1000% UPSIDEEEEEEEE,wallstreetdog,,0,0
5 months ago,Veon is owned and controlled by Mikhail Fridman, a Russian sanctioned by EU and USA.https://www.bbc.com/news/business-60557081,Cat Eyes 😸,,1,4
5 months ago,I believe it will go today to 0.8$ tomorrow it's above 1$,Avi,,2,0
5 months ago,Can we fight off the Friday afternoon sell off, hold our current gains, or work our way back above .75-.80 heading into the weekend?  We shall see.,John,,0,0
5 months ago,Can't believe losers bought in over .75.,Hooch,,0,6
5 months ago,we go to 0.8 very soon,Avi,,7,0
5 months ago,Buy on Robinhood!!!!,Mike,,0,0
5 months ago,Buy before dollar!,Jack,,0,0
5 months ago,Almost money may go to Russia. Russia need USD for pay dept.,Get4all.net,,0,3
5 months ago,a lot of people smell she will have problem soon so they selling now,Get4all.net,,0,3
5 months ago,Soon cross $1,Jack,,0,0
5 months ago,Heloooo,Anonymous,,0,0
5 months ago,This is nuts! 100-200% profit for those that bought at $.25 or $.35! Thanks for the ride! I shall depart from this for now to wait it out since 50% of the profit is from Russia and 15% is from Ukraine. They were $1.50s before the major dip. I bought at $0.30 and sold just now and I believe it will take time to see where they really stand after this aftermath.,Nicholas,,0,0
5 months ago,I’m raising my sales target.Now starting at 1.95..,van,,3,0
5 months ago,This good stock but worry money easy become 0$ because get ban so can't sell out.,Get4all.net,,0,0
5 months ago,will this going to 5 next week ？,sean,,0,0
5 months ago,what n the #$%$ ? is going on here! hold on now here,Adam,,0,0
5 months ago,after insiders and few institutions accumulate shares news about dividends to bring this back around 5-10 as new boards members reconstructing the company has lots of cash on hand see this jumping fast next week,RC,,1,0
5 months ago,RSVR - Insiders buying hand over fist all month. Its crazy how much and how many. This is music royalty business from John Denver to Coolio.,david,,0,0
5 months ago,i just bought and sold on my TD trade in canada,kevin,,0,0
5 months ago,@Artemis-F, you must not of understood the latest news this week.,iWash,,0,0
5 months ago,why we are going up?,eyal,,1,0
5 months ago,They must spin off or sell Russian business.,georgi,,0,0
5 months ago,So are we looking at a short squeeze straight out of the gate this morning?,Kaycee,,0,0
5 months ago,,David,,0,0
5 months ago,VEON is up 20.19% to 0.64,Yahoo Finance Insights,,5,0
5 months ago,Hope this goes back to the 30s so I can buy more!!,Elli,,0,0
5 months ago,Fidelity does not allow buying VEON only to sell,zjbat,,0,0
5 months ago,Lets see if we can go 0.80 today,sean,,4,0
5 months ago,This company is profitable. Trading at 1.5 Cash flow. The only wrong at the moment is the Russian connection and debt, but they have free cash flow to service the debt.  What am I missing here?,Suleiman,,1,0
5 months ago,? for the long-term holders here...I recently made a small purchase but was curious why VEON was sub $5 even before the war started?,Dom,,0,0
5 months ago,Look into $VEON, easy 100% to make up you being down 50% on GME lol,Samson,,7,3
5 months ago,I’m going to forever hold for Dividends reinstatement :),Samson,,0,0
5 months ago,Fidelity USA does not allow buy or sell VEON securities,zjbat,,0,4
5 months ago,$MULN out $VEON in,Shaikh,,1,9
