PostDate,Content,Author,RelativeDate,Likes,Dislikes
2 days ago,There are many examples in economic history when an event forces prices higher, and while prices recede from peaks,,0,0
2 days ago,10 days and counting ........ rates are high and stable . Consensus is for $13 earnings in Q4 and a similar amount can be assumed for Q1 given the market is staying so strong and most of Q1 is behind us. If the Harpex is any indication of the trend for container shipping rates look for increases in the coming weeks. The cost to lease an 8500 TEU ship was at $129,000 per day for 20 weeks and has risen in 4 of the last 5 weeks and now sits at $142,,0,0
3 days ago,https://www.investors.com/news/palo-alto-networks-leads-5-stocks-near-buy-points-powerful-rebounds/?src=A00220&amp;yptr=yahoo. MACD turning up, time to buy 🤔,,0,0
4 days ago,The rally is temporary and the biggest risk to markets is the Fed,kasis,,0,0
4 days ago,As these trends are likely to abate, international trade trends are expected to normalize during 2022,,0,0
4 days ago,That article is spot on.  My cousin orders containers from China, so I asked him how much he is paying currently.  He said $20,,0,0
4 days ago,Good article,Zero Emissions,,0,0
5 days ago,ZIM to reach $80 before 9th March. $90 on 9th March. HODL.,Michael,,0,0
5 days ago,https://www.wsj.com/articles/next-threat-to-prices-a-surge-in-costs-to-ship-products-11645785180,Roberto,,0,0
5 days ago,Todays pump has ended. Now back to zero,kasis,,0,0
5 days ago,There is nothing more to add. The Weak sold an undervalued stock. The Intelligent have gained and extra 10% in 2 days.Numbers talk. Kasis is having a taste of his own medicine. The more you talk, the more you get hurt.More,,0,0
5 days ago,Kasis, you ok?  Where are you?  What is your margin on your short position?,,0,0
5 days ago,Russia agreed to talk to Ukraine. Russia is sending a delegation to Ukraine. We are heading towards the end of the war.,Aniket,,0,0
5 days ago,Depressing share price today.,kasis,,0,0
5 days ago,Look at Matx go everyday. What will happen when ZIM reports 🤔,Michael,,0,0
5 days ago,Consumer spending is robust and this can only be good news for ZIM.,Roberto,,0,0
6 days ago,Better buy tankers. They are way up and will be in the next days or weeks.,kasis,,0,0
6 days ago,Zim amazes me.  Price to sales 0.95.  Sales per share is at $72.71, stock price is $67.00.  Price to earnings 2.4?  Is this even possible?  How the heck is this not double the price.  EPS $27.89.  These ratio’s are not normal.  If they show earnings anywhere in this range they will explode higher.  It doesn’t get any better.  Or could it?  We will see soon enough!  Long Zim,,0,0
6 days ago,By the way. I am already up 100% in sber. I told you to buy Russian stocks today. That happens once in a lifetime,kasis,,0,0
6 days ago,is Zim related to DOW index?,omer,,0,0
6 days ago,Freight waves, yesterday.Collusion’ drumbeat leads to multilateral probe of shipping linesAntitrust regulators in 5 nations respond to freight complaints of exploitative behavior during supply chain crisis,,0,0
6 days ago,There is zero strength. Maybe will buy another short,kasis,,0,0
6 days ago,why market and a lot of stocks are up and ZIM is acting like that?,omer,,0,0
6 days ago,Markets going green. At the same time Zim is going down. I would say this is not bullish rebound. By the next leg down in markets this will crash down even more,kasis,,0,0
6 days ago,Still too optimistic. This is fake rally. Still think 60 $ is possible this week.,kasis,,0,0
6 days ago,I think fear of war was more significant than actual war😄,Aniket,,0,0
6 days ago,$ZIM is already green! Soon baby soon!,moebius7,,0,0
6 days ago,As I mentioned, I have no pity for the ones who lost this AM.,,0,0
6 days ago,Good stock always recover quick. Whenever there is a dip, there is buy opportunity,,0,0
6 days ago,So where is the breaking point for a company that will earn half of it's market cap this year and likely the other half next year?  That's right --there is no breaking point.  The only question for ZIM and DAC too is how large is the gift we are given. LOL,Rick,,0,0
6 days ago,Pump and dump as usual.,kasis,,0,0
6 days ago,We need a dip to increase the quantity before an earnings release.,Aniket,,0,0
6 days ago,Maersk down severely because of its important European Activity. General Economic Sentiment is Europe is currently very bad...,ZeusTheGreek,,0,0
6 days ago,I will be the first one to buy the cheap shares.No signs of slowing down - World Container Index is steady and now climbing (1.1% this week and 0.9% last week).,ZeusTheGreek,,0,0
6 days ago,The weak ones will lose, but there is always a price to learning...,,0,0
6 days ago,ZIM Integrated Shipping Services is down 5.70% to 63.17,Yahoo Finance Insights,,0,0
6 days ago,ready to buy more!,RickZ,,0,0
6 days ago,its going to come back,Retireyung,,0,0
6 days ago,75.10 eeeeeek might be able to dip back in at this rate,Dingodollar,,0,0
6 days ago,World Container Index - 24 FebDrewry’s composite World Container Index increased by 1.1% to $9,477.46 per 40ft container this week.,,0,0
6 days ago,With war in sight, shipping rates are going up.,,0,0
6 days ago,As&nbsp;the Russia-Ukraine crisis escalates, scenarios for higher tanker,,0,0
6 days ago,Bouht Sber and Gazprom today morning in Russian stock exchange. Sber and Gazprom fell today 60 %,kasis,,0,0
6 days ago,Gas is key in the Russia-Ukraine conflict — and supply could be disrupted around the world. Thats the only thing that can keep shipping rates high now.,kasis,,0,0
6 days ago,60 $ today,kasis,,0,0
7 days ago,,RickZ,,0,0
7 days ago,Fellow ZIM faithful. We are all dealing with the a changing market place. Shipping is one of those sectors you have to have faith in why you invested. This company is doing some great things. Monitor the weekly rates and keep those diamond hands. We will all be rewarded very soon.,RickZ,,0,0
7 days ago,Zim might be overvalued despite oncoming divident. Hype has taken over and Israel taxation policy is not doing any favor for US investors either. Stock will dive back to 40's after divident for sure though, but its hard to foresee further.,,0,0
7 days ago,Just muted kasis. Too much! Been waiting for this (and DAC) to bounce and thought this morning was it so I jumped in. Reversal is painful but I guess I'm holding until this Ukraine situation resolved. Which should be soon.,William,,0,0
7 days ago,what a bargain,,,0,0
7 days ago,Till 9 march earnings i expect down move to 60 $. Then a 5 % pop and then down to 50 $,kasis,,0,0
7 days ago,More red to come. Close 3 % in red,kasis,,0,0
7 days ago,Dont take mistakes. Downside potential  in market is huge,kasis,,0,0
7 days ago,I will hold my short i bought at 72 $ till this loser goes down to 60 $.,kasis,,0,0
7 days ago,S&amp;P, DOW and NASDAQ all in red. Waiting for the 68$ to buy more shares.Still have a moment of silence in remembrance of Kasis' balls,,0,0
7 days ago,Zim is unsustainable. Pump and then dump. Now going red. Dac 1.5 %. Holding good,kasis,,0,0
7 days ago,Going red again?,kasis,,0,0
7 days ago,ZIM and PANL out performing my other stocks and the market.  Small and mid cap value has been the place to be.,randy,,0,0
7 days ago,ZIM earnings will be on March 9 https://investors.zim.com/events-and-presentations/events/event-details/2022/ZIM-Q4-and-Full-Year-2021-Earnings-Conference-Call/default.aspx,Roberto,,0,0
7 days ago,Todays green market will not help Zim. Premarket hardly in green. This Loser will lag market again,kasis,,0,0
8 days ago,Matx breaking ATH since reports 2021 results last week. ZIM to the moon once results is out imho.,Michael,,0,0
8 days ago,The street estimate is for an EPS of $13.20. This will be an easy beat. EPS for the last 3 quarters $3.48 + $5.17 + $12.16 = $20.81. If we meet the street number with an industry PE of $5, PT should be $20.81 + 13.20 = $34.01*(5) = $170/share.,,0,0
8 days ago,Last year $ZIM reported Financial Results for the 4th Qtr. and Full Year 2020 on March 22, 2021. Very high expectations for dividend payout. Stock should move 2 weeks before March 22,,0,0
8 days ago,Whk knows when they will publish the financial results?,Anonymous,,0,0
8 days ago,I told you avoid this stock.,kasis,,0,0
8 days ago,https://seekingalpha.com/article/4488912-zim-integrated-shipping-nearly-30-percent-yield-and-positioning-for-future?utm_source=from.flipboard.com&amp;utm_medium=referral,Roberto,,0,0
8 days ago,Markets = irrationalMarkets = inefficientMarkets = opportunityJust a little reminder for the weak ones!And don't think this board has not seen another Kasis before. Bashers were yelling out that Container prices would fall back in June 2021. Look at us now. Invest where there is money.More,ZeusTheGreek,,0,0
8 days ago,Will likely find support around 65.,Peter,,0,0
8 days ago,Zim is entering crash mode. Lets go.,kasis,,0,0
8 days ago,See at SBLK + 8% and see at - 1.5 % Zim. Thats a big laugh.,kasis,,0,0
8 days ago,Most bulk Carriers seem to be up big today, while ZIM is down. Anyone have an idea why?,,0,0
8 days ago,After the early mild sell-off, things are leveling it seems.  Star and Eagle have mitigated the downside in myacct today.  As far as Ukraine,,0,0
8 days ago,Ha ha. Zim is the only stock in red. It goes down in green days and even more in red market days. And allways lagging. Thats why i love to short it. You  just can't lose.  Prove when i am wrong here.,kasis,,0,0
8 days ago,All shipping stocks are in green. This one going - 3% in red. Shorts are working good.,kasis,,0,0
8 days ago,I don't know why people is selling ZIM including the short.  P/E &lt; 2 and P/FCF &lt;2. an EPS monster,Yu-Cheng,,0,0
8 days ago,Up 700% , when spots turn south look out.,,0,0
8 days ago,when I googled " next earnings date for ZIM,"  it showed March 28,,0,0
8 days ago,I am buying Russia stocks today. All looks cheap. Yandex, Sber etc.,,0,0
8 days ago,great opportunity to buy more if this tanks below $69. Expect this to run to $90 in a short while.,Reinder,,0,0
8 days ago,There will be no invasion inn Ukraine. The situation is similar to Georgia Russia conflict a while ago. Nothing to worry about in longer term.,kasis,,0,0
8 days ago,Todays premarket in red. I expect todays close around 68 $,kasis,,0,0
9 days ago,What is the price to add to our positions? Look like tomorrow we will go below the recent support level of $68. The next support level is the last major resistance level $64. This looks like the buy point. Sans kasis, any better ideas?,,0,0
9 days ago,Putin recognizes rebel eastern Ukrainian regions as independent.,kasis,,0,0
10 days ago,Russian invasion has already started, it’ll be hard to stop now.,,0,0
10 days ago,Global container freight index peaked.https://fbx.freightos.com/,kasis,,0,0
10 days ago,If Russia invades Ukraine then that will be for ZIM crash around 30 % in few days. But i dont expect War. Russia only wants attention to the Ukraine Nato problem.,kasis,,0,0
11 days ago,Only thing happening in the the market right now is oil and shipping,Zero Emissions,,0,0
11 days ago,None of this changes The fact the world is changed. Covid Covid Covid more stuff more stuff more stuff more ships more ships more ships,Zero Emissions,,0,0
11 days ago,Richard that’s a real post, Bra,,0,0
11 days ago,Long on zim..in the short term, zim may goes down with the market..not worry,,0,0
11 days ago,NATO’s chief says Russia could invade Ukraine ‘without any warning at all’. All this talk about Ukraine will drag down Zim next week big time. Only shorts.,kasis,,0,0
12 days ago,https://theloadstar.com/zims-long-term-charter-strategy-outgunning-rivals/,Michael,,0,0
12 days ago,Deutsche Bank Aktiengesellschaft, formerly the largest share holder unloaded 1/2 their shares. Hmmmmm,,0,0
12 days ago,Volatility is the most common thing in the market. idk if ZIM will rise next week, but all I know is mute Kasis,,0,0
12 days ago,i'm betting that in 5 years (including last year) ZIM will have paid out $63/share in dividends minimum,paul,,0,0
12 days ago,Hmmm.... multi-year contracts would seem to be saying something different.,MainePilot,,0,0
12 days ago,All this shipping crazyness is just temporary. Sky high shipping rates will not hold for more than 6 months,kasis,,0,0
12 days ago,EPS estimates are growing every week. We should do nicely until earnings and dividend. A PE of 2 gives a shareprice of $76 which is still a bargain. I expect we will go beyond that in March, reaching $90. At this level this containershipping gem is a steal. I buy some more.,,0,0
12 days ago,Ukraine account for roughly 1 million TEU annually. In the scheme of things I don't think it will have a big impact. Assuming the world would stop might get shipping to zero. Seems to me that today's pps is caught up with the general market. Looking forward to 4Q report and knowing what the actual dividend payout will be. Cheers and happy Friday!,MainePilot,,0,0
12 days ago,Fundamentals does not matter anymore. In such a dark geopolitical situation shipping stocks can be destroyed to the ground.,kasis,,0,0
12 days ago,Russia and Ukraine tensions will only get worse. That will drag down Zim to 60 $ next week. Be ready for bloodbath.,kasis,,0,0
12 days ago,Matson (MATX) jumped 8% today on eps that were douple of what was expected.,Karlfried,,0,0
12 days ago,when are earnings?,greg k,,0,0
12 days ago,Will $68 hold today - if it doesn't where? I am looking for the Best Buy point.,Hardball,,0,0
12 days ago,Worst shipping stock today zim. - 3%,kasis,,0,0
12 days ago,Zim crash. Target 60 $. Short doing good,kasis,,0,0
12 days ago,maybe they are going to push this under $70/share to expire a ton of calls useless????? IDK,paul,,0,0
12 days ago,MATX operates 15 ships, up $11 after ER. ZIM operates 100 ships 🤔,,0,0
12 days ago,, "We see continued strength in the shipping markets in which we participate,,0,0
12 days ago,The final hour of trading before this three day week-end could be really ugly. If it is I'll be buying ZIM.DAC, with their stingy dividend policy,,0,0
12 days ago,Once the earnings are out, +$10 from it's current market price is easily achievable for ZIM.,,0,0
12 days ago,According to management of another shipping company the future is so bright it allowed thecompany to increase the dividend by 43%.,randy,,0,0
12 days ago,ATCO might more or do with the huge investment being made in new ships that won’t be delivered for years.,MainePilot,,0,0
12 days ago,ATCO down 10 %. Bad guidance. The ride in shipping sector is comming to the end.,kasis,,0,0
13 days ago,It looks like Zim is holding up pretty well pre war and $Dac is sinking a little bit, the exact opposite kasis predicted,,0,0
13 days ago,Does anyone have the dates of when these dividends will be paid out,Steel,,0,0
13 days ago,This must be like the best dividend paying stock out there,Steel,,0,0
13 days ago,SBLK is another bullish sign for me. They are trading at around 10X the most recent Quarterly EPS (3 $ X 10 = 30 $ Stock Price).Just a comparable, ZIM at 12 $ EPS for Q4 would translate in 120 $ Stock Price. Just playing around with numbers to understand SBLK valuation compared to ZIM.Our time will come. Patience always pays off.More,,0,0
13 days ago,Overall market crash is dragging this down in red again,kasis,,0,0
13 days ago,Drewry World Container Index for Feb 17th have released their weekly update."Drewry’s composite World Container Index increased marginally by 0.2% to $9,378.51 per 40ft container this week."Strong support and closing month 2 of Q1 2022. ZIM keeps and will keep printing cash.CheersMore,,0,0
13 days ago,It is nice to have ZIM up today along with SBLK, and EGLE when the market is down 400.There should be a limit on the media constantly posting so heavily on civil war,,0,0
13 days ago,What a money printer, my most stable investment over the last year,,0,0
13 days ago,$ZIM...my conservative dividend payment calculation...end of Q3 ZIM had $23 per share cash on the balance sheet. Forecasts are for $14 cash per share in Q4  which comes to $37 in cash. Assuming 30% payments...divi could be around $11. $SBLK paid $1.50 in Q3 and is now paying $2.00 in Q4. Not bad at all.,IPO_Maniac,,0,0
13 days ago,The Ukraine is a fait accompli. Inflation pressure will remain hot. Value is back in vogue. Devon Energy is the example of shareholder rewards to follow and ZIM puts DVN's strategy on steroids. I am adding to both my DVN &amp; ZIM positions today.,Hardball,,0,0
13 days ago,NASDAQ down about 8% since early February DOW down about 6% since early February ---&gt; DOW is down 1.35 % today.ZIM down about 6% from its 52W high.We had a great run from 50s to 70s. Now 70$ is holding pretty good with the market retracting in February.ZIM has been trading LOW VOLUME on the last sessions, indicating that not much selling pressure.This is a bullish indication for me.More,,0,0
13 days ago,ZIM should declare their next earnings date so that people can add accordingly.,Aniket,,0,0
13 days ago,Never ending story. Stocks extend losses as Russia-Ukraine tensions weigh on markets,kasis,,0,0
13 days ago,Zim will not get out of this bear hole. Maximum 72 $,kasis,,0,0
13 days ago,Does this company pay out dividends quarterly or annually and what should I expect per share,Steel,,0,0
13 days ago,Anyone know when ZIM is planning to provide 4Q/annual reports?,MainePilot,,0,0
13 days ago,SBLK beat earnings, increased dividend,,0,0
13 days ago,Just because the market is going down doesn't mean ZIM is a bad stock; in addition, it's a pre-market not everyone likes to trade at 7 am,,0,0
13 days ago,Good short. Premarket red again.,kasis,,0,0
14 days ago,I know it is a bulk shipper bur SBLK had a great ER and up nicely AH...the shipping sector may be discovered soon.,Nancy,,0,0
14 days ago,whether it is 30% dividend and 20% buyback or 50% dividend and 0% buyback.....i would like to see 50% total of 2021 income "spent" vs only 30% total.....i just would prefer 50% in dividend at this time especially knowing they will make roughly the same in 2023....my opinion,paul,,0,0
14 days ago,"Investors also eyed a fresh print on the state of consumer spending in the Commerce Department's latest retail sales report, which showed a larger-than-expected rebound in consumption at the start of the year."buying stuff still going strong,,0,0
14 days ago,Had a good run to $73 then lost traction.,todd,,0,0
14 days ago,what is the next price base???,Jose Antonio,,0,0
14 days ago,Far better than div is share buyback. Use money to buy shares and shareholders will earn much more than in div. And the money will be not throwen away,kasis,,0,0
14 days ago,Going down again. That was dead cat bounce. I expect this to go down to 60 in the next week. Volatility in this too high.,kasis,,0,0
14 days ago,74 today,leeor,,0,0
14 days ago,ATCO has earnings today.  Any thoughts ?,Anonymous,,0,0
14 days ago,More important is shipping rates. Shipping rates experienced tremendous growth. Now when omicron is fading rates should come down significantly,kasis,,0,0
15 days ago,I have 240 shares how much will I make in dividend money,Steel,,0,0
15 days ago,What trading platform is this available on?,John Smith,,0,0
15 days ago,Don't listen to anyone. The numbers speak for themselves. Trust them, not Yahoo Conversation lol,,0,0
15 days ago,Working our way back to $75.,todd,,0,0
15 days ago,Kasis and John should get a room.  Shorting a company just above P/E of 2, which forecast earnings to be above par from 2021 already.  Lmao,,0,0
15 days ago,i'll be interested to see what january short interest numbers are.....i think they should be coming out soon but not positive,paul,,0,0
15 days ago,Not going higher than 72 $ today.,kasis,,0,0
15 days ago,I am glad to see green at this time, as I was getting nervous.  RT News posted clips of tanks being loaded onto rail cars to head east,,0,0
15 days ago,Kasis is driving the share price up ....short covering would be a good idea now before it rises even higher,Retireyung,,0,0
15 days ago,ZIM could add $10 to TTM earnings and at the current PE the price should break $90.,randy,,0,0
15 days ago,Zim is my only foreign holding.  My other shipper ships dry bulk over the far Northern routes.  Both have very low PEs.   Value stocks continue to make up ground on growth.,randy,,0,0
15 days ago,If we assume that world stock exchanges impact one another, then Today,,0,0
15 days ago,Good short today. Will crash down like a hell. Dac doing good.,kasis,,0,0
16 days ago,Everyone, ZIM is my No. 1 stock for this year.  If you guys want to get rich in Crypto,,0,0
16 days ago,One Bozo (pal) gets it 100% wrong and goes away, immediately  another clown,,0,0
16 days ago,Clown are nowhere to be found at the bottom and come back at the very peak to sh*tpost when we are downs in 2 days.. Kasis do you recognize yourself in here below?  Always the same pattern.,Antoine,,0,0
16 days ago,Ukraine... Ukraine... war around the corner means nothing?,JSC,,0,0
16 days ago,Opening additional short for bloodbath tomorrow.,kasis,,0,0
16 days ago,Good days are over. My todays target soon comming true - 5 %,kasis,,0,0
16 days ago,This lost a lot of ground in one week.,todd,,0,0
16 days ago,O.K., I go away for a short time and the market is down 300 pts again.,,0,0
16 days ago,The most recent pump and dump.This apparently will be dumped to about 65.,Peter,,0,0
16 days ago,Good short so far. Will keep it for the next 2 days.,kasis,,0,0
16 days ago,If we see history of Zim corrections then each correction was around 20 - 30 % deep and lasted 3 - 7 days. We are in second day. From that standpoint more downward pressure.,kasis,,0,0
16 days ago,Paul:  Being as you are very knowledgeable, and I don't have access to a financial advisor.  Last night I came upon a subject I never knew about,,0,0
16 days ago,In march when earnings comes out will be different market conditions. Maybe shipping rates will go down by then and earnings will not help to pop up. Be carefull with all the projections. Its only in your head.,kasis,,0,0
16 days ago,Thanks, everyone,,0,0
16 days ago,Friday I bought DAC. Way better play than this. And going short this. Dac and zim are moving in opposit directions,kasis,,0,0
16 days ago,KISS:Back of the envelope analysis ZIM $69 stock 118.6M shares =                       $8.2 BQ3 Cash Operating Activities $2 B  X 4   $8.0 BMore,Dolores,,0,0
16 days ago,- 1.5 % already and that in green market.,kasis,,0,0
16 days ago,Today i expect - 5%,kasis,,0,0
16 days ago,Buy Dac and it will be not so volatile. Zim down 1% dac 0%. Zim is good only for shorts,kasis,,0,0
16 days ago,If it goes down, I will reduce my average. If it goes too much down,,0,0
16 days ago,Will go down big time today,kasis,,0,0
16 days ago,Time to short,kasis,,0,0
16 days ago,looking at the cash on the balance sheet ...end of Q3 ZIM had $23 per share cash on the balance sheet. Forecasts are for $13 per share earning's in Q4 so make that $36 cash, then add another couple months in Q1 and by the time ZIM reports they ought to have well over $40 per share cash. That is why I think the dividend will be closer to 50% .....they simply have so much cash coming in,,0,0
16 days ago,The market is irrational. "Once you appreciate and embrace the fact that the stock market is an irrational beast, you can better design ways to deal with it and make money with it.",,0,0
16 days ago,Premarket red and it is only beginning of todays fisaster,kasis,,0,0
16 days ago,I have a question.   Can one expect the ex-dividend date to be approx March 15?  If I am to keep ZIM, I must move it to my "taxable acct."  Another question,,0,0
16 days ago,Hoping for a volatile week. I've got cash on hand and ready to acquire additional shares in the upcoming weeks before the ER (+ dividends).Cheers,ZeusTheGreek,,0,0
16 days ago,I think Zim would be an ideal financial gift for your Valentine. Show your knowledge! Enjoy high dividends with stop loss in place.😄 way better than chocolates &amp; flowers lol,Aniket,,0,0
17 days ago,I think 75 was ultimative top. Now its history. Future for zim's stock is pretty dark. Covid fading.,kasis,,0,0
17 days ago,I second Peter's post, Russia just flexing its muscles. We have our oligarchs here in the Senate and House.Zelensky is between a rock and a hard place. I just read in Kyiv Jan. 2022,,0,0
17 days ago,Thanks  for the information Paul, I will take steps to correct the position,,0,0
17 days ago,Baltic Dry Index at the lows again. Not good,kasis,,0,0
17 days ago,PAUL: To follow up on my earlier post;  After reading the latest opinions herein, I question holding ZIM now,,0,0
18 days ago,I have a question about what I just saw in the Feb. copy of "The Oxford Club newsletter."  Maybe someone here has been shorted on their dividends due to this? I am copying just a little from the story. Big Profits on the High Seas: Invest Now in This 15% YielderThis Company Is Busting Open the Supply Chain… and Poised to Pay a Fat Dividend Next MonthMarc Lichtenfeld • Chief Income Strategist • The Oxford ClubThe tax rate charged by the Israeli government is 25%. That will be taken out of your dividend before you receive it. If you hold the stock in a taxable account, you will be eligible for a foreign tax credit from the IRS. If you hold it in a tax-deferred account,,0,0
18 days ago,Second leg down will put this into the $63-$65 range. Then quarterly results will sell the news. I might buy again in the $50s. Got out yesterday at $74. Too many headwinds right now but it’s great stock. All boats sink in low tide. It oils party now.,spud,,0,0
18 days ago,Earnings coming soon with a super high special dividend.. it a low brainer for the next months,Alexxx,,0,0
18 days ago,I can assure you there will be no invasion in Ukraine. The problem is volatility in this stock. Reaction on empty statements that there will be war and all should leave Ukraine,kasis,,0,0
18 days ago,Looks cheap at $70 per share too.,Retireyung,,0,0
